country,department,course_name,mandatory_flag,assignment_month,learning_record_count,completed_count,overdue_count,completion_rate,overdue_rate,avg_days_to_complete
Germany,Commercial,Leadership Essentials,0,2025-03-01 00:00:00,2,1,1,0.5,0.5,25.0
Germany,Commercial,Leadership Essentials,0,2025-05-01 00:00:00,2,0,2,0.0,1.0,
UK,People,Data Protection,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,7.0
Germany,Commercial,Leadership Essentials,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,15.0
France,People,Stakeholder Management,0,2025-05-01 00:00:00,2,0,2,0.0,1.0,
Germany,Commercial,Stakeholder Management,0,2025-04-01 00:00:00,2,1,1,0.5,0.5,15.0
Germany,People,Advanced Analytics,0,2025-04-01 00:00:00,2,2,0,1.0,0.0,4.0
France,Supply Chain,Data Protection,1,2026-02-01 00:00:00,2,1,1,0.5,0.5,20.0
Ireland,Customer Support,Code of Conduct,1,2025-03-01 00:00:00,2,0,2,0.0,1.0,
Germany,Customer Support,Leadership Essentials,0,2025-02-01 00:00:00,2,0,2,0.0,1.0,
France,People,Leadership Essentials,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,4.0
Ireland,Technology,Advanced Analytics,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,21.0
Ireland,Operations,Code of Conduct,1,2025-03-01 00:00:00,1,0,1,0.0,1.0,
Germany,Technology,Health and Safety,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,17.0
Germany,Sales,Data Protection,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,24.0
Ireland,Sales,Advanced Analytics,0,2025-06-01 00:00:00,1,0,1,0.0,1.0,
UK,Commercial,Leadership Essentials,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,22.0
Netherlands,Finance,Stakeholder Management,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,10.0
UK,Operations,Data Protection,1,2025-02-01 00:00:00,11,8,3,0.7273,0.2727,37.0
UK,Customer Support,Stakeholder Management,0,2025-06-01 00:00:00,3,2,1,0.6667,0.3333,25.0
France,Customer Support,Stakeholder Management,0,2025-03-01 00:00:00,2,1,1,0.5,0.5,19.0
UK,Operations,Health and Safety,1,2025-05-01 00:00:00,6,4,2,0.6667,0.3333,26.8
UK,Commercial,Advanced Analytics,0,2025-06-01 00:00:00,4,2,2,0.5,0.5,18.5
UK,Operations,Advanced Analytics,0,2025-09-01 00:00:00,14,6,8,0.4286,0.5714,32.7
UK,Supply Chain,Health and Safety,1,2025-01-01 00:00:00,3,2,1,0.6667,0.3333,31.5
France,Operations,Data Protection,1,2026-03-01 00:00:00,2,0,0,0.0,0.0,
UK,Supply Chain,Leadership Essentials,0,2025-03-01 00:00:00,7,3,4,0.4286,0.5714,23.7
France,Supply Chain,Advanced Analytics,0,2025-12-01 00:00:00,3,1,2,0.3333,0.6667,36.0
UK,Operations,Stakeholder Management,0,2025-04-01 00:00:00,16,5,11,0.3125,0.6875,27.2
France,Supply Chain,Leadership Essentials,0,2025-12-01 00:00:00,1,1,0,1.0,0.0,31.0
UK,Technology,Health and Safety,1,2025-03-01 00:00:00,5,5,0,1.0,0.0,9.8
France,Operations,Code of Conduct,1,2026-01-01 00:00:00,3,0,3,0.0,1.0,
Germany,Operations,Leadership Essentials,0,2026-02-01 00:00:00,3,1,0,0.3333,0.0,38.0
UK,Supply Chain,Leadership Essentials,0,2025-08-01 00:00:00,6,4,2,0.6667,0.3333,23.8
UK,Operations,Health and Safety,1,2025-03-01 00:00:00,12,7,5,0.5833,0.4167,23.1
UK,Operations,Code of Conduct,1,2025-09-01 00:00:00,9,6,3,0.6667,0.3333,24.2
UK,Finance,Data Protection,1,2025-12-01 00:00:00,2,2,0,1.0,0.0,7.5
Germany,Commercial,Data Protection,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,10.0
UK,Commercial,Health and Safety,1,2025-05-01 00:00:00,2,2,0,1.0,0.0,13.0
Netherlands,Commercial,Advanced Analytics,0,2025-10-01 00:00:00,2,1,1,0.5,0.5,26.0
Netherlands,Technology,Advanced Analytics,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,15.0
France,Operations,Advanced Analytics,0,2026-02-01 00:00:00,3,0,0,0.0,0.0,
Germany,Operations,Advanced Analytics,0,2025-07-01 00:00:00,6,0,6,0.0,1.0,
France,Operations,Code of Conduct,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,22.0
UK,Supply Chain,Stakeholder Management,0,2025-07-01 00:00:00,7,4,3,0.5714,0.4286,32.5
UK,Finance,Advanced Analytics,0,2025-10-01 00:00:00,4,2,2,0.5,0.5,5.0
UK,Operations,Health and Safety,1,2026-01-01 00:00:00,9,8,1,0.8889,0.1111,22.5
France,Operations,Code of Conduct,1,2025-08-01 00:00:00,4,2,2,0.5,0.5,30.0
Germany,Technology,Leadership Essentials,0,2025-12-01 00:00:00,2,1,1,0.5,0.5,25.0
UK,Operations,Health and Safety,1,2025-08-01 00:00:00,6,5,1,0.8333,0.1667,31.2
France,Operations,Stakeholder Management,0,2025-09-01 00:00:00,2,0,2,0.0,1.0,
Germany,Commercial,Code of Conduct,1,2025-06-01 00:00:00,2,2,0,1.0,0.0,19.0
Netherlands,Operations,Advanced Analytics,0,2025-09-01 00:00:00,2,1,1,0.5,0.5,52.0
UK,Commercial,Data Protection,1,2025-05-01 00:00:00,2,2,0,1.0,0.0,10.0
Ireland,Technology,Leadership Essentials,0,2025-01-01 00:00:00,2,1,1,0.5,0.5,26.0
UK,People,Advanced Analytics,0,2025-06-01 00:00:00,7,5,2,0.7143,0.2857,9.6
UK,Commercial,Leadership Essentials,0,2025-09-01 00:00:00,3,3,0,1.0,0.0,17.7
Germany,Finance,Advanced Analytics,0,2025-12-01 00:00:00,2,1,1,0.5,0.5,8.0
UK,Commercial,Data Protection,1,2025-03-01 00:00:00,2,2,0,1.0,0.0,8.0
UK,Sales,Advanced Analytics,0,2025-07-01 00:00:00,4,2,2,0.5,0.5,16.5
France,Commercial,Leadership Essentials,0,2025-10-01 00:00:00,2,1,1,0.5,0.5,21.0
UK,Supply Chain,Data Protection,1,2025-02-01 00:00:00,2,1,1,0.5,0.5,20.0
UK,Supply Chain,Health and Safety,1,2025-11-01 00:00:00,1,0,1,0.0,1.0,
Germany,Operations,Data Protection,1,2025-04-01 00:00:00,3,2,1,0.6667,0.3333,50.5
UK,Commercial,Health and Safety,1,2025-08-01 00:00:00,2,2,0,1.0,0.0,10.5
France,Supply Chain,Health and Safety,1,2025-09-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Customer Support,Leadership Essentials,0,2025-04-01 00:00:00,1,0,1,0.0,1.0,
UK,Technology,Leadership Essentials,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,23.0
UK,Customer Support,Advanced Analytics,0,2025-07-01 00:00:00,3,2,1,0.6667,0.3333,29.0
Germany,Operations,Code of Conduct,1,2025-06-01 00:00:00,5,1,4,0.2,0.8,22.0
UK,Customer Support,Code of Conduct,1,2025-01-01 00:00:00,5,5,0,1.0,0.0,20.6
Germany,Sales,Stakeholder Management,0,2025-01-01 00:00:00,2,0,2,0.0,1.0,
UK,Supply Chain,Leadership Essentials,0,2026-01-01 00:00:00,7,3,1,0.4286,0.1429,23.3
UK,People,Stakeholder Management,0,2025-12-01 00:00:00,2,1,1,0.5,0.5,8.0
Netherlands,Supply Chain,Code of Conduct,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,42.0
France,Operations,Code of Conduct,1,2025-03-01 00:00:00,5,4,1,0.8,0.2,30.5
Germany,Supply Chain,Leadership Essentials,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,38.0
Germany,Supply Chain,Leadership Essentials,0,2025-11-01 00:00:00,2,0,2,0.0,1.0,
Germany,Sales,Leadership Essentials,0,2025-12-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Commercial,Stakeholder Management,0,2025-12-01 00:00:00,1,1,0,1.0,0.0,21.0
UK,Sales,Leadership Essentials,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,4.0
France,People,Health and Safety,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,4.0
Germany,Customer Support,Advanced Analytics,0,2025-07-01 00:00:00,2,1,1,0.5,0.5,20.0
France,Commercial,Health and Safety,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,22.0
Ireland,Operations,Leadership Essentials,0,2025-04-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Operations,Advanced Analytics,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,15.0
UK,Technology,Health and Safety,1,2025-05-01 00:00:00,2,2,0,1.0,0.0,10.0
Germany,Sales,Stakeholder Management,0,2025-11-01 00:00:00,1,0,1,0.0,1.0,
France,Supply Chain,Stakeholder Management,0,2026-03-01 00:00:00,2,2,0,1.0,0.0,27.5
UK,Sales,Stakeholder Management,0,2025-09-01 00:00:00,3,2,1,0.6667,0.3333,11.5
Ireland,Operations,Stakeholder Management,0,2025-01-01 00:00:00,1,0,1,0.0,1.0,
UK,Commercial,Data Protection,1,2026-01-01 00:00:00,2,2,0,1.0,0.0,17.5
Netherlands,Technology,Advanced Analytics,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,9.0
UK,Supply Chain,Leadership Essentials,0,2025-05-01 00:00:00,5,3,2,0.6,0.4,33.3
France,Finance,Leadership Essentials,0,2025-07-01 00:00:00,2,2,0,1.0,0.0,12.5
France,Customer Support,Health and Safety,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,5.0
France,Technology,Advanced Analytics,0,2025-04-01 00:00:00,1,0,1,0.0,1.0,
UK,Sales,Code of Conduct,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,18.0
UK,Customer Support,Code of Conduct,1,2025-11-01 00:00:00,2,1,1,0.5,0.5,30.0
Germany,Customer Support,Leadership Essentials,0,2025-12-01 00:00:00,2,0,2,0.0,1.0,
France,Commercial,Advanced Analytics,0,2025-12-01 00:00:00,2,1,1,0.5,0.5,22.0
UK,People,Data Protection,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,3.0
Netherlands,Sales,Stakeholder Management,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,22.0
UK,Sales,Leadership Essentials,0,2025-01-01 00:00:00,2,2,0,1.0,0.0,22.5
Netherlands,Operations,Leadership Essentials,0,2025-01-01 00:00:00,3,2,1,0.6667,0.3333,26.0
UK,Customer Support,Data Protection,1,2026-03-01 00:00:00,2,1,0,0.5,0.0,10.0
France,Finance,Stakeholder Management,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,20.0
UK,Supply Chain,Code of Conduct,1,2025-04-01 00:00:00,4,3,1,0.75,0.25,27.7
Ireland,Supply Chain,Stakeholder Management,0,2026-02-01 00:00:00,1,0,0,0.0,0.0,
Ireland,Customer Support,Leadership Essentials,0,2025-05-01 00:00:00,1,0,1,0.0,1.0,
France,Customer Support,Leadership Essentials,0,2025-10-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Operations,Health and Safety,1,2025-02-01 00:00:00,1,0,1,0.0,1.0,
France,Sales,Code of Conduct,1,2025-06-01 00:00:00,1,0,1,0.0,1.0,
UK,Technology,Health and Safety,1,2026-01-01 00:00:00,2,1,1,0.5,0.5,5.0
Germany,People,Leadership Essentials,0,2026-02-01 00:00:00,3,2,0,0.6667,0.0,12.0
UK,Commercial,Stakeholder Management,0,2025-02-01 00:00:00,2,1,1,0.5,0.5,18.0
Ireland,Commercial,Code of Conduct,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,13.0
France,Customer Support,Health and Safety,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,17.0
Germany,People,Code of Conduct,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,8.0
Ireland,Customer Support,Stakeholder Management,0,2026-02-01 00:00:00,1,0,0,0.0,0.0,
UK,Commercial,Data Protection,1,2025-08-01 00:00:00,2,2,0,1.0,0.0,10.0
Germany,Finance,Code of Conduct,1,2026-01-01 00:00:00,3,3,0,1.0,0.0,5.0
Netherlands,Supply Chain,Leadership Essentials,0,2026-02-01 00:00:00,2,0,0,0.0,0.0,
UK,Finance,Leadership Essentials,0,2025-06-01 00:00:00,2,2,0,1.0,0.0,11.5
Netherlands,Supply Chain,Data Protection,1,2025-10-01 00:00:00,1,0,1,0.0,1.0,
UK,Commercial,Health and Safety,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,7.0
Netherlands,Supply Chain,Code of Conduct,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,38.0
Germany,Finance,Stakeholder Management,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,11.0
France,Customer Support,Stakeholder Management,0,2026-01-01 00:00:00,1,0,1,0.0,1.0,
France,Customer Support,Stakeholder Management,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,16.0
Germany,Commercial,Leadership Essentials,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,17.0
France,Supply Chain,Data Protection,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,11.0
Germany,Sales,Advanced Analytics,0,2025-02-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Commercial,Leadership Essentials,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,12.0
Germany,Customer Support,Data Protection,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,6.0
Germany,Customer Support,Code of Conduct,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,17.0
Ireland,Commercial,Stakeholder Management,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,23.0
France,Commercial,Health and Safety,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,20.0
Germany,Commercial,Advanced Analytics,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,6.0
Germany,Supply Chain,Data Protection,1,2025-09-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Finance,Advanced Analytics,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,7.0
UK,Finance,Health and Safety,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,5.0
Ireland,Finance,Health and Safety,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,3.0
UK,Sales,Advanced Analytics,0,2025-10-01 00:00:00,5,3,2,0.6,0.4,22.3
UK,Supply Chain,Health and Safety,1,2025-12-01 00:00:00,9,8,1,0.8889,0.1111,24.4
UK,Technology,Advanced Analytics,0,2026-01-01 00:00:00,5,4,1,0.8,0.2,11.5
UK,People,Leadership Essentials,0,2025-05-01 00:00:00,4,2,2,0.5,0.5,10.0
Germany,Technology,Leadership Essentials,0,2025-11-01 00:00:00,5,4,1,0.8,0.2,9.3
Germany,Operations,Health and Safety,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,34.0
UK,Sales,Health and Safety,1,2025-06-01 00:00:00,2,2,0,1.0,0.0,10.5
UK,Operations,Code of Conduct,1,2025-02-01 00:00:00,7,6,1,0.8571,0.1429,27.8
UK,Operations,Stakeholder Management,0,2026-03-01 00:00:00,14,5,0,0.3571,0.0,14.2
Germany,Technology,Leadership Essentials,0,2025-01-01 00:00:00,2,1,1,0.5,0.5,19.0
UK,Operations,Leadership Essentials,0,2025-06-01 00:00:00,9,3,6,0.3333,0.6667,37.3
France,Supply Chain,Data Protection,1,2025-04-01 00:00:00,4,4,0,1.0,0.0,20.8
Netherlands,Operations,Health and Safety,1,2025-09-01 00:00:00,2,0,2,0.0,1.0,
France,Operations,Stakeholder Management,0,2025-02-01 00:00:00,3,1,2,0.3333,0.6667,58.0
UK,Customer Support,Leadership Essentials,0,2025-03-01 00:00:00,6,4,2,0.6667,0.3333,26.5
Netherlands,Supply Chain,Stakeholder Management,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,13.0
UK,Customer Support,Code of Conduct,1,2025-12-01 00:00:00,4,3,1,0.75,0.25,17.7
UK,Customer Support,Leadership Essentials,0,2025-08-01 00:00:00,4,1,3,0.25,0.75,26.0
UK,Supply Chain,Code of Conduct,1,2026-03-01 00:00:00,4,4,0,1.0,0.0,15.0
Netherlands,Operations,Code of Conduct,1,2025-03-01 00:00:00,2,2,0,1.0,0.0,20.0
UK,Finance,Stakeholder Management,0,2025-05-01 00:00:00,3,2,1,0.6667,0.3333,14.5
UK,Finance,Stakeholder Management,0,2025-03-01 00:00:00,2,2,0,1.0,0.0,11.5
UK,Finance,Advanced Analytics,0,2025-07-01 00:00:00,7,7,0,1.0,0.0,10.3
France,Supply Chain,Health and Safety,1,2025-02-01 00:00:00,2,2,0,1.0,0.0,24.5
UK,Technology,Advanced Analytics,0,2025-03-01 00:00:00,3,2,1,0.6667,0.3333,10.0
UK,People,Stakeholder Management,0,2025-11-01 00:00:00,2,1,1,0.5,0.5,12.0
UK,Technology,Stakeholder Management,0,2026-02-01 00:00:00,4,4,0,1.0,0.0,12.8
UK,Finance,Data Protection,1,2025-01-01 00:00:00,2,2,0,1.0,0.0,3.0
UK,Commercial,Leadership Essentials,0,2025-02-01 00:00:00,3,2,1,0.6667,0.3333,9.0
France,Operations,Health and Safety,1,2026-01-01 00:00:00,3,1,2,0.3333,0.6667,23.0
UK,Technology,Data Protection,1,2026-02-01 00:00:00,4,4,0,1.0,0.0,10.0
Germany,Customer Support,Leadership Essentials,0,2025-01-01 00:00:00,2,0,2,0.0,1.0,
Germany,Customer Support,Advanced Analytics,0,2025-10-01 00:00:00,1,0,1,0.0,1.0,
UK,Supply Chain,Data Protection,1,2025-09-01 00:00:00,6,2,4,0.3333,0.6667,35.0
UK,Operations,Advanced Analytics,0,2025-02-01 00:00:00,9,3,6,0.3333,0.6667,27.0
UK,Customer Support,Leadership Essentials,0,2025-05-01 00:00:00,5,1,4,0.2,0.8,35.0
France,Supply Chain,Leadership Essentials,0,2025-01-01 00:00:00,6,2,4,0.3333,0.6667,29.0
France,Operations,Health and Safety,1,2025-08-01 00:00:00,4,1,3,0.25,0.75,52.0
France,Customer Support,Leadership Essentials,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,31.0
UK,Customer Support,Health and Safety,1,2026-02-01 00:00:00,2,2,0,1.0,0.0,18.5
Netherlands,Finance,Data Protection,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,5.0
Netherlands,Finance,Stakeholder Management,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,6.0
France,Operations,Health and Safety,1,2025-05-01 00:00:00,2,2,0,1.0,0.0,27.5
France,Supply Chain,Advanced Analytics,0,2025-01-01 00:00:00,2,1,1,0.5,0.5,15.0
Netherlands,Operations,Code of Conduct,1,2025-05-01 00:00:00,3,3,0,1.0,0.0,40.0
Germany,Sales,Leadership Essentials,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,8.0
UK,People,Stakeholder Management,0,2025-01-01 00:00:00,7,6,1,0.8571,0.1429,6.0
Germany,Commercial,Leadership Essentials,0,2025-07-01 00:00:00,2,1,1,0.5,0.5,34.0
UK,Customer Support,Advanced Analytics,0,2025-10-01 00:00:00,5,3,2,0.6,0.4,22.3
Netherlands,Customer Support,Stakeholder Management,0,2026-01-01 00:00:00,2,2,0,1.0,0.0,13.5
Netherlands,Operations,Code of Conduct,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,40.0
UK,Commercial,Stakeholder Management,0,2025-09-01 00:00:00,6,4,2,0.6667,0.3333,21.5
UK,Supply Chain,Stakeholder Management,0,2025-10-01 00:00:00,14,8,6,0.5714,0.4286,24.6
UK,People,Leadership Essentials,0,2025-08-01 00:00:00,4,4,0,1.0,0.0,9.5
UK,People,Leadership Essentials,0,2026-01-01 00:00:00,4,4,0,1.0,0.0,8.8
Ireland,Operations,Leadership Essentials,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,9.0
Germany,Finance,Data Protection,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,12.0
Netherlands,Operations,Advanced Analytics,0,2025-02-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Sales,Advanced Analytics,0,2025-07-01 00:00:00,3,3,0,1.0,0.0,27.7
Germany,Sales,Advanced Analytics,0,2025-09-01 00:00:00,1,0,1,0.0,1.0,
France,Sales,Advanced Analytics,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
France,Operations,Health and Safety,1,2025-03-01 00:00:00,4,4,0,1.0,0.0,44.3
Ireland,People,Advanced Analytics,0,2025-12-01 00:00:00,1,1,0,1.0,0.0,18.0
UK,Operations,Data Protection,1,2025-09-01 00:00:00,11,5,6,0.4545,0.5455,31.4
Ireland,Sales,Health and Safety,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,7.0
UK,People,Code of Conduct,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,3.0
UK,Finance,Stakeholder Management,0,2026-01-01 00:00:00,4,3,0,0.75,0.0,13.7
UK,Customer Support,Leadership Essentials,0,2026-01-01 00:00:00,3,2,1,0.6667,0.3333,23.0
France,Customer Support,Data Protection,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,29.0
UK,People,Leadership Essentials,0,2025-03-01 00:00:00,1,0,1,0.0,1.0,
France,Supply Chain,Advanced Analytics,0,2025-11-01 00:00:00,3,1,2,0.3333,0.6667,9.0
UK,Technology,Advanced Analytics,0,2025-08-01 00:00:00,6,3,3,0.5,0.5,8.7
UK,Finance,Stakeholder Management,0,2025-08-01 00:00:00,3,2,1,0.6667,0.3333,15.5
Netherlands,Operations,Data Protection,1,2025-01-01 00:00:00,2,2,0,1.0,0.0,30.0
Germany,Operations,Data Protection,1,2026-03-01 00:00:00,1,0,0,0.0,0.0,
UK,Technology,Code of Conduct,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,4.0
France,People,Advanced Analytics,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,11.0
Germany,Customer Support,Leadership Essentials,0,2025-11-01 00:00:00,2,0,2,0.0,1.0,
Netherlands,Supply Chain,Health and Safety,1,2025-04-01 00:00:00,2,1,1,0.5,0.5,14.0
France,Operations,Leadership Essentials,0,2025-06-01 00:00:00,3,1,2,0.3333,0.6667,58.0
UK,Finance,Code of Conduct,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,9.0
France,Supply Chain,Stakeholder Management,0,2025-04-01 00:00:00,4,1,3,0.25,0.75,37.0
UK,Finance,Data Protection,1,2025-11-01 00:00:00,2,2,0,1.0,0.0,6.0
Germany,Commercial,Data Protection,1,2025-01-01 00:00:00,2,2,0,1.0,0.0,12.0
Germany,Supply Chain,Advanced Analytics,0,2025-06-01 00:00:00,2,0,2,0.0,1.0,
Germany,Sales,Health and Safety,1,2025-06-01 00:00:00,3,1,2,0.3333,0.6667,21.0
France,Customer Support,Data Protection,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,13.0
Netherlands,Technology,Stakeholder Management,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,6.0
UK,Sales,Leadership Essentials,0,2025-12-01 00:00:00,3,3,0,1.0,0.0,13.7
UK,Sales,Stakeholder Management,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,5.0
Netherlands,Sales,Data Protection,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,14.0
France,Operations,Data Protection,1,2025-04-01 00:00:00,2,1,1,0.5,0.5,11.0
Netherlands,Commercial,Advanced Analytics,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,28.0
Germany,Supply Chain,Leadership Essentials,0,2025-12-01 00:00:00,3,1,2,0.3333,0.6667,8.0
Netherlands,Operations,Stakeholder Management,0,2025-10-01 00:00:00,2,1,1,0.5,0.5,14.0
UK,Technology,Advanced Analytics,0,2025-05-01 00:00:00,3,1,2,0.3333,0.6667,15.0
Netherlands,Sales,Data Protection,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,16.0
Germany,Operations,Advanced Analytics,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,30.0
Ireland,Operations,Code of Conduct,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,46.0
Germany,Commercial,Health and Safety,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,6.0
Ireland,Operations,Data Protection,1,2025-09-01 00:00:00,2,1,1,0.5,0.5,24.0
Netherlands,Sales,Stakeholder Management,0,2025-07-01 00:00:00,2,2,0,1.0,0.0,12.0
Germany,Supply Chain,Health and Safety,1,2025-06-01 00:00:00,4,3,1,0.75,0.25,24.0
Germany,Sales,Leadership Essentials,0,2025-01-01 00:00:00,1,0,1,0.0,1.0,
France,Customer Support,Data Protection,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,19.0
Netherlands,Customer Support,Stakeholder Management,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,23.0
France,Supply Chain,Leadership Essentials,0,2025-11-01 00:00:00,1,0,1,0.0,1.0,
UK,Customer Support,Data Protection,1,2025-04-01 00:00:00,2,2,0,1.0,0.0,21.5
Ireland,Supply Chain,Code of Conduct,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,34.0
UK,Sales,Data Protection,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,13.0
Germany,Operations,Stakeholder Management,0,2026-02-01 00:00:00,1,0,0,0.0,0.0,
Netherlands,Supply Chain,Data Protection,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,37.0
Netherlands,People,Data Protection,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,3.0
Netherlands,Customer Support,Leadership Essentials,0,2026-03-01 00:00:00,1,0,0,0.0,0.0,
France,People,Data Protection,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,8.0
Germany,Supply Chain,Data Protection,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,42.0
France,People,Leadership Essentials,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,2.0
UK,Finance,Health and Safety,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,3.0
Germany,Finance,Advanced Analytics,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,4.0
Germany,Finance,Data Protection,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,4.0
Germany,Supply Chain,Stakeholder Management,0,2026-02-01 00:00:00,3,0,0,0.0,0.0,
Ireland,Operations,Advanced Analytics,0,2025-07-01 00:00:00,1,0,1,0.0,1.0,
Germany,Technology,Data Protection,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,18.0
France,Sales,Advanced Analytics,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,9.0
Netherlands,Operations,Data Protection,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,36.0
France,Finance,Health and Safety,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,9.0
France,Commercial,Code of Conduct,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,18.0
Germany,People,Code of Conduct,1,2025-04-01 00:00:00,1,1,0,1.0,0.0,5.0
France,Supply Chain,Code of Conduct,1,2025-02-01 00:00:00,1,0,1,0.0,1.0,
Germany,Technology,Advanced Analytics,0,2025-02-01 00:00:00,2,2,0,1.0,0.0,12.0
Ireland,Finance,Stakeholder Management,0,2025-12-01 00:00:00,1,0,1,0.0,1.0,
UK,Sales,Code of Conduct,1,2025-07-01 00:00:00,4,4,0,1.0,0.0,13.5
France,People,Advanced Analytics,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,2.0
UK,Supply Chain,Stakeholder Management,0,2026-02-01 00:00:00,6,5,0,0.8333,0.0,26.8
Germany,Operations,Leadership Essentials,0,2025-07-01 00:00:00,5,1,4,0.2,0.8,14.0
UK,Customer Support,Stakeholder Management,0,2025-01-01 00:00:00,2,2,0,1.0,0.0,22.0
Ireland,Operations,Leadership Essentials,0,2025-05-01 00:00:00,2,0,2,0.0,1.0,
UK,Operations,Stakeholder Management,0,2026-01-01 00:00:00,11,5,5,0.4545,0.4545,32.0
UK,Technology,Advanced Analytics,0,2026-03-01 00:00:00,10,9,0,0.9,0.0,9.1
UK,Operations,Stakeholder Management,0,2025-08-01 00:00:00,12,4,8,0.3333,0.6667,53.3
