country,department,job_role,gender,application_month,application_count,screen_count,interview_count,offer_count,hired_count,screen_rate,interview_rate,offer_rate,hire_rate
Netherlands,People,HR Advisor,Female,2025-06-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Technology,Software Engineer,Female,2025-11-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
Netherlands,Finance,Financial Analyst,Female,2025-07-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Supply Chain,Warehouse Manager,Female,2025-08-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Operations,Site Engineer,Female,2025-04-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
UK,Supply Chain,Warehouse Manager,Female,2026-01-01 00:00:00,3,3,2,2,2,1.0,0.6667,0.6667,0.6667
Ireland,Sales,Sales Executive,Male,2026-03-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
France,Customer Support,Customer Success Manager,Female,2025-12-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Sales,Sales Executive,Male,2026-01-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Supply Chain,Logistics Coordinator,Female,2025-10-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Germany,Operations,Construction Supervisor,Female,2025-07-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Technology,Data Engineer,Female,2025-12-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Commercial,Commercial Analyst,Male,2025-10-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
UK,Sales,Account Manager,Female,2026-01-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Ireland,Customer Support,Customer Support Rep,Male,2026-02-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Customer Support,Customer Support Rep,Male,2026-03-01 00:00:00,24,17,12,2,1,0.7083,0.5,0.0833,0.0417
UK,Customer Support,Customer Success Manager,Male,2025-07-01 00:00:00,17,13,5,1,1,0.7647,0.2941,0.0588,0.0588
UK,People,HR Business Partner,Male,2025-09-01 00:00:00,25,19,11,7,7,0.76,0.44,0.28,0.28
France,Supply Chain,Warehouse Manager,Male,2026-02-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
UK,Commercial,Pricing Manager,Male,2025-07-01 00:00:00,19,10,7,3,3,0.5263,0.3684,0.1579,0.1579
Germany,Customer Support,Customer Success Manager,Male,2025-07-01 00:00:00,5,2,1,0,0,0.4,0.2,0.0,0.0
France,People,HR Advisor,Male,2025-07-01 00:00:00,7,5,3,1,1,0.7143,0.4286,0.1429,0.1429
UK,Operations,Project Manager,Male,2025-07-01 00:00:00,11,10,4,1,1,0.9091,0.3636,0.0909,0.0909
Netherlands,Customer Support,Customer Success Manager,Male,2026-01-01 00:00:00,4,1,1,1,1,0.25,0.25,0.25,0.25
UK,Sales,Account Manager,Female,2025-12-01 00:00:00,4,4,2,1,1,1.0,0.5,0.25,0.25
UK,Finance,Financial Analyst,Male,2025-09-01 00:00:00,24,18,12,4,3,0.75,0.5,0.1667,0.125
Germany,Operations,Construction Supervisor,Male,2025-10-01 00:00:00,6,3,1,1,1,0.5,0.1667,0.1667,0.1667
UK,Commercial,Commercial Analyst,Male,2025-10-01 00:00:00,17,13,7,5,2,0.7647,0.4118,0.2941,0.1176
UK,Technology,Data Engineer,Male,2026-01-01 00:00:00,18,12,7,6,6,0.6667,0.3889,0.3333,0.3333
Ireland,Supply Chain,Warehouse Manager,Male,2025-10-01 00:00:00,3,3,1,1,0,1.0,0.3333,0.3333,0.0
Germany,Finance,Accountant,Male,2025-09-01 00:00:00,4,2,0,0,0,0.5,0.0,0.0,0.0
Netherlands,Technology,Data Analyst,Male,2025-10-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Operations,Construction Supervisor,Female,2026-02-01 00:00:00,5,4,3,1,0,0.8,0.6,0.2,0.0
Germany,Customer Support,Customer Support Rep,Male,2025-07-01 00:00:00,9,8,5,3,3,0.8889,0.5556,0.3333,0.3333
Ireland,Technology,Data Analyst,Male,2025-10-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
UK,Technology,Data Engineer,Male,2025-08-01 00:00:00,12,8,3,0,0,0.6667,0.25,0.0,0.0
UK,Finance,Accountant,Male,2025-07-01 00:00:00,17,13,6,2,2,0.7647,0.3529,0.1176,0.1176
UK,Finance,Financial Analyst,Female,2025-10-01 00:00:00,4,2,1,1,1,0.5,0.25,0.25,0.25
Netherlands,Sales,Sales Executive,Female,2025-11-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
France,People,HR Business Partner,Male,2025-09-01 00:00:00,7,4,2,0,0,0.5714,0.2857,0.0,0.0
Netherlands,People,HR Business Partner,Male,2025-07-01 00:00:00,3,2,2,1,0,0.6667,0.6667,0.3333,0.0
France,Customer Support,Customer Success Manager,Male,2025-04-01 00:00:00,7,4,2,1,1,0.5714,0.2857,0.1429,0.1429
Netherlands,Customer Support,Customer Success Manager,Male,2025-05-01 00:00:00,4,2,1,0,0,0.5,0.25,0.0,0.0
Germany,Supply Chain,Logistics Coordinator,Male,2025-12-01 00:00:00,12,6,3,1,1,0.5,0.25,0.0833,0.0833
France,Technology,Software Engineer,Female,2025-06-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Technology,Data Analyst,Male,2025-10-01 00:00:00,3,3,2,1,0,1.0,0.6667,0.3333,0.0
UK,Supply Chain,Procurement Specialist,Male,2025-07-01 00:00:00,13,9,6,3,2,0.6923,0.4615,0.2308,0.1538
Germany,Operations,Site Engineer,Male,2025-06-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Netherlands,Supply Chain,Logistics Coordinator,Male,2025-09-01 00:00:00,3,2,1,1,1,0.6667,0.3333,0.3333,0.3333
France,Technology,Data Engineer,Male,2025-06-01 00:00:00,5,4,3,2,1,0.8,0.6,0.4,0.2
Germany,People,HR Advisor,Male,2026-02-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
Germany,Supply Chain,Warehouse Manager,Male,2025-11-01 00:00:00,11,7,4,1,1,0.6364,0.3636,0.0909,0.0909
Germany,Commercial,Commercial Analyst,Male,2025-09-01 00:00:00,7,6,6,2,1,0.8571,0.8571,0.2857,0.1429
UK,Supply Chain,Warehouse Manager,Male,2026-03-01 00:00:00,12,10,10,7,5,0.8333,0.8333,0.5833,0.4167
Netherlands,Supply Chain,Warehouse Manager,Male,2025-10-01 00:00:00,9,5,4,4,3,0.5556,0.4444,0.4444,0.3333
Ireland,Customer Support,Customer Success Manager,Male,2025-09-01 00:00:00,4,3,1,1,0,0.75,0.25,0.25,0.0
France,Finance,Financial Analyst,Male,2025-09-01 00:00:00,9,6,5,1,0,0.6667,0.5556,0.1111,0.0
Netherlands,Commercial,Pricing Manager,Male,2025-04-01 00:00:00,4,2,2,1,1,0.5,0.5,0.25,0.25
Netherlands,People,HR Advisor,Male,2026-02-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Netherlands,Operations,Site Engineer,Female,2026-03-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Sales,Sales Executive,Female,2025-11-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,People,HR Advisor,Female,2025-04-01 00:00:00,3,2,2,0,0,0.6667,0.6667,0.0,0.0
France,Sales,Account Manager,Male,2025-11-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
France,Supply Chain,Logistics Coordinator,Male,2025-07-01 00:00:00,5,4,3,3,2,0.8,0.6,0.6,0.4
Netherlands,Finance,Accountant,Male,2025-04-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
France,Sales,Sales Executive,Male,2025-12-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Technology,Data Engineer,Male,2025-05-01 00:00:00,10,6,2,0,0,0.6,0.2,0.0,0.0
Ireland,Technology,Data Engineer,Female,2026-02-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Sales,Account Manager,Male,2025-11-01 00:00:00,4,3,1,1,1,0.75,0.25,0.25,0.25
Ireland,Finance,Financial Analyst,Male,2025-04-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Technology,Software Engineer,Male,2025-09-01 00:00:00,8,6,5,2,1,0.75,0.625,0.25,0.125
Ireland,People,HR Business Partner,Male,2026-02-01 00:00:00,2,2,2,2,0,1.0,1.0,1.0,0.0
Ireland,Technology,Software Engineer,Male,2025-10-01 00:00:00,3,1,1,1,1,0.3333,0.3333,0.3333,0.3333
Germany,Operations,Construction Supervisor,Female,2025-09-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Customer Support,Customer Success Manager,Male,2025-08-01 00:00:00,4,1,0,0,0,0.25,0.0,0.0,0.0
Netherlands,Technology,Data Engineer,Male,2025-04-01 00:00:00,3,3,2,2,1,1.0,0.6667,0.6667,0.3333
UK,Operations,Project Manager,Female,2025-12-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
Ireland,Technology,Data Engineer,Male,2025-06-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Finance,Financial Analyst,Male,2025-11-01 00:00:00,4,1,1,0,0,0.25,0.25,0.0,0.0
Ireland,Supply Chain,Procurement Specialist,Female,2026-03-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Operations,Project Manager,Male,2025-06-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
Ireland,Finance,Financial Analyst,Female,2025-07-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Sales,Sales Executive,Male,2025-06-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,People,HR Advisor,Female,2025-05-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
France,Customer Support,Customer Success Manager,Female,2025-08-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Netherlands,Sales,Sales Executive,Male,2026-02-01 00:00:00,3,3,0,0,0,1.0,0.0,0.0,0.0
UK,Technology,Data Engineer,Female,2025-04-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Germany,Supply Chain,Procurement Specialist,Male,2025-09-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Ireland,Operations,Construction Supervisor,Male,2025-12-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
France,Technology,Data Engineer,Female,2026-01-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Germany,Technology,Data Engineer,Male,2025-06-01 00:00:00,3,3,2,0,0,1.0,0.6667,0.0,0.0
Ireland,Commercial,Commercial Analyst,Female,2025-09-01 00:00:00,1,1,1,1,0,1.0,1.0,1.0,0.0
Ireland,Sales,Account Manager,Female,2025-07-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Sales,Sales Executive,Female,2025-04-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
UK,Supply Chain,Warehouse Manager,Female,2025-12-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,Commercial,Commercial Analyst,Male,2025-11-01 00:00:00,2,2,2,1,0,1.0,1.0,0.5,0.0
Ireland,Customer Support,Customer Success Manager,Female,2025-10-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Technology,Software Engineer,Male,2025-11-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Commercial,Commercial Analyst,Female,2026-02-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Commercial,Pricing Manager,Female,2025-04-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,People,HR Advisor,Female,2025-08-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Technology,Data Analyst,Female,2025-09-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Ireland,Supply Chain,Warehouse Manager,Female,2025-04-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Customer Support,Customer Support Rep,Male,2026-02-01 00:00:00,22,17,10,4,2,0.7727,0.4545,0.1818,0.0909
UK,Finance,Financial Analyst,Male,2025-11-01 00:00:00,16,9,5,2,0,0.5625,0.3125,0.125,0.0
Netherlands,Technology,Software Engineer,Male,2025-09-01 00:00:00,4,3,2,1,1,0.75,0.5,0.25,0.25
Germany,Supply Chain,Procurement Specialist,Male,2025-11-01 00:00:00,6,4,2,1,1,0.6667,0.3333,0.1667,0.1667
UK,Sales,Account Manager,Male,2025-07-01 00:00:00,22,15,8,2,1,0.6818,0.3636,0.0909,0.0455
Netherlands,Supply Chain,Warehouse Manager,Male,2025-05-01 00:00:00,5,5,3,1,1,1.0,0.6,0.2,0.2
UK,People,HR Advisor,Male,2025-04-01 00:00:00,26,16,8,4,4,0.6154,0.3077,0.1538,0.1538
France,Commercial,Commercial Analyst,Male,2025-09-01 00:00:00,8,5,3,1,1,0.625,0.375,0.125,0.125
UK,Finance,Financial Analyst,Female,2026-01-01 00:00:00,2,2,2,0,0,1.0,1.0,0.0,0.0
UK,Finance,Financial Analyst,Female,2025-05-01 00:00:00,5,4,3,2,2,0.8,0.6,0.4,0.4
UK,Sales,Sales Executive,Male,2025-06-01 00:00:00,26,16,6,0,0,0.6154,0.2308,0.0,0.0
France,Finance,Financial Analyst,Male,2025-11-01 00:00:00,5,3,3,2,1,0.6,0.6,0.4,0.2
UK,Technology,Software Engineer,Male,2025-12-01 00:00:00,9,9,5,1,1,1.0,0.5556,0.1111,0.1111
Netherlands,Customer Support,Customer Support Rep,Male,2025-06-01 00:00:00,4,3,2,2,1,0.75,0.5,0.5,0.25
Germany,People,HR Advisor,Male,2026-03-01 00:00:00,9,4,2,2,2,0.4444,0.2222,0.2222,0.2222
Netherlands,Sales,Account Manager,Male,2025-06-01 00:00:00,6,4,3,0,0,0.6667,0.5,0.0,0.0
UK,Supply Chain,Logistics Coordinator,Female,2025-12-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
UK,Commercial,Commercial Analyst,Male,2025-05-01 00:00:00,25,18,10,7,3,0.72,0.4,0.28,0.12
Germany,Finance,Accountant,Male,2025-11-01 00:00:00,15,8,4,1,1,0.5333,0.2667,0.0667,0.0667
Ireland,People,HR Business Partner,Male,2026-03-01 00:00:00,4,4,3,2,1,1.0,0.75,0.5,0.25
UK,People,HR Business Partner,Male,2025-11-01 00:00:00,30,20,12,4,3,0.6667,0.4,0.1333,0.1
Netherlands,People,HR Advisor,Female,2026-02-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
France,Customer Support,Customer Support Rep,Male,2025-04-01 00:00:00,6,6,6,4,3,1.0,1.0,0.6667,0.5
Ireland,Technology,Software Engineer,Male,2025-08-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Germany,Technology,Data Analyst,Male,2026-01-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
Germany,Technology,Data Analyst,Male,2025-05-01 00:00:00,4,3,2,1,0,0.75,0.5,0.25,0.0
Germany,Finance,Financial Analyst,Male,2025-09-01 00:00:00,9,7,4,2,2,0.7778,0.4444,0.2222,0.2222
UK,Technology,Data Engineer,Male,2025-10-01 00:00:00,11,9,4,3,2,0.8182,0.3636,0.2727,0.1818
Germany,Operations,Construction Supervisor,Male,2025-08-01 00:00:00,6,3,1,1,1,0.5,0.1667,0.1667,0.1667
UK,Technology,Software Engineer,Female,2025-07-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Technology,Data Analyst,Male,2025-08-01 00:00:00,11,6,2,0,0,0.5455,0.1818,0.0,0.0
UK,Operations,Construction Supervisor,Male,2025-12-01 00:00:00,17,15,8,3,3,0.8824,0.4706,0.1765,0.1765
Germany,Sales,Account Manager,Male,2025-09-01 00:00:00,6,5,3,2,1,0.8333,0.5,0.3333,0.1667
Netherlands,Supply Chain,Warehouse Manager,Male,2026-01-01 00:00:00,3,2,1,1,1,0.6667,0.3333,0.3333,0.3333
Ireland,Customer Support,Customer Support Rep,Male,2025-06-01 00:00:00,2,2,2,2,1,1.0,1.0,1.0,0.5
France,Supply Chain,Warehouse Manager,Male,2026-03-01 00:00:00,5,4,2,1,1,0.8,0.4,0.2,0.2
UK,Finance,Financial Analyst,Female,2025-08-01 00:00:00,3,2,2,0,0,0.6667,0.6667,0.0,0.0
Germany,Technology,Software Engineer,Male,2025-11-01 00:00:00,5,5,5,1,1,1.0,1.0,0.2,0.2
Ireland,Customer Support,Customer Success Manager,Male,2025-11-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Sales,Account Manager,Male,2025-09-01 00:00:00,5,3,2,0,0,0.6,0.4,0.0,0.0
UK,Technology,Data Analyst,Male,2025-06-01 00:00:00,11,6,4,1,1,0.5455,0.3636,0.0909,0.0909
Germany,Operations,Construction Supervisor,Male,2026-01-01 00:00:00,5,5,3,2,2,1.0,0.6,0.4,0.4
Germany,Supply Chain,Warehouse Manager,Male,2025-09-01 00:00:00,4,2,2,1,1,0.5,0.5,0.25,0.25
UK,Supply Chain,Warehouse Manager,Male,2026-02-01 00:00:00,8,7,4,2,2,0.875,0.5,0.25,0.25
Germany,People,HR Business Partner,Male,2025-04-01 00:00:00,9,6,4,3,2,0.6667,0.4444,0.3333,0.2222
Germany,Commercial,Commercial Analyst,Male,2025-11-01 00:00:00,9,6,3,1,1,0.6667,0.3333,0.1111,0.1111
Netherlands,Customer Support,Customer Success Manager,Male,2025-10-01 00:00:00,4,3,3,3,3,0.75,0.75,0.75,0.75
UK,Customer Support,Customer Support Rep,Female,2025-12-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
UK,Commercial,Commercial Analyst,Male,2026-01-01 00:00:00,12,9,6,2,2,0.75,0.5,0.1667,0.1667
Germany,Customer Support,Customer Support Rep,Female,2025-06-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Sales,Sales Executive,Female,2025-09-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
UK,Commercial,Commercial Analyst,Male,2025-08-01 00:00:00,15,10,8,2,2,0.6667,0.5333,0.1333,0.1333
Germany,Sales,Sales Executive,Male,2025-06-01 00:00:00,12,10,5,1,1,0.8333,0.4167,0.0833,0.0833
UK,Operations,Site Engineer,Female,2025-04-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
Netherlands,Technology,Data Analyst,Male,2025-08-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
UK,Commercial,Commercial Analyst,Female,2026-03-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
Germany,Technology,Data Engineer,Female,2026-01-01 00:00:00,4,2,1,1,0,0.5,0.25,0.25,0.0
Ireland,Technology,Software Engineer,Male,2025-05-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Netherlands,People,HR Advisor,Male,2026-03-01 00:00:00,4,3,2,1,1,0.75,0.5,0.25,0.25
Netherlands,Technology,Data Analyst,Male,2025-05-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
France,People,HR Business Partner,Male,2025-11-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
France,Technology,Software Engineer,Male,2025-04-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Ireland,People,HR Advisor,Male,2025-08-01 00:00:00,2,1,1,1,1,0.5,0.5,0.5,0.5
Netherlands,Supply Chain,Logistics Coordinator,Male,2025-11-01 00:00:00,3,2,1,1,1,0.6667,0.3333,0.3333,0.3333
Ireland,Finance,Accountant,Male,2025-04-01 00:00:00,5,4,3,1,1,0.8,0.6,0.2,0.2
France,Finance,Accountant,Male,2025-12-01 00:00:00,4,3,2,1,1,0.75,0.5,0.25,0.25
Ireland,People,HR Advisor,Male,2025-05-01 00:00:00,3,1,1,0,0,0.3333,0.3333,0.0,0.0
France,Technology,Data Analyst,Male,2025-07-01 00:00:00,4,2,2,0,0,0.5,0.5,0.0,0.0
Netherlands,Technology,Data Analyst,Male,2026-01-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Customer Support,Customer Success Manager,Female,2026-02-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Germany,Commercial,Pricing Manager,Male,2025-12-01 00:00:00,4,3,2,1,1,0.75,0.5,0.25,0.25
Ireland,Technology,Data Analyst,Male,2025-08-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Operations,Construction Supervisor,Male,2025-05-01 00:00:00,6,4,1,1,1,0.6667,0.1667,0.1667,0.1667
Netherlands,Commercial,Commercial Analyst,Male,2025-07-01 00:00:00,6,4,2,1,1,0.6667,0.3333,0.1667,0.1667
Netherlands,Supply Chain,Procurement Specialist,Male,2026-03-01 00:00:00,2,1,1,1,1,0.5,0.5,0.5,0.5
Netherlands,Finance,Financial Analyst,Female,2025-11-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
France,Operations,Construction Supervisor,Male,2025-12-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
Ireland,Supply Chain,Logistics Coordinator,Male,2026-01-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Technology,Data Analyst,Male,2025-05-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Ireland,Supply Chain,Warehouse Manager,Male,2025-05-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
France,Commercial,Pricing Manager,Male,2025-04-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
Germany,Supply Chain,Logistics Coordinator,Female,2025-04-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Technology,Data Engineer,Female,2025-05-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Operations,Construction Supervisor,Female,2026-03-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,People,HR Advisor,Male,2026-01-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Commercial,Commercial Analyst,Female,2025-11-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Germany,Operations,Project Manager,Female,2026-02-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Sales,Sales Executive,Male,2026-03-01 00:00:00,3,2,2,1,0,0.6667,0.6667,0.3333,0.0
UK,Customer Support,Customer Success Manager,Female,2025-06-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Netherlands,Commercial,Commercial Analyst,Female,2025-04-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
France,Supply Chain,Procurement Specialist,Male,2025-07-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Ireland,Technology,Data Analyst,Male,2026-01-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
France,Customer Support,Customer Support Rep,Female,2026-02-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Ireland,Supply Chain,Procurement Specialist,Male,2025-07-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Operations,Project Manager,Male,2025-06-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Customer Support,Customer Support Rep,Female,2025-07-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Supply Chain,Logistics Coordinator,Male,2025-08-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Sales,Account Manager,Male,2025-08-01 00:00:00,3,2,2,1,1,0.6667,0.6667,0.3333,0.3333
Ireland,Commercial,Pricing Manager,Male,2025-04-01 00:00:00,3,3,2,1,1,1.0,0.6667,0.3333,0.3333
Germany,Customer Support,Customer Success Manager,Male,2025-11-01 00:00:00,9,5,2,1,1,0.5556,0.2222,0.1111,0.1111
France,Operations,Construction Supervisor,Male,2026-01-01 00:00:00,3,1,1,1,0,0.3333,0.3333,0.3333,0.0
UK,Sales,Sales Executive,Male,2026-03-01 00:00:00,24,17,14,9,9,0.7083,0.5833,0.375,0.375
Germany,Commercial,Pricing Manager,Male,2025-08-01 00:00:00,10,7,4,4,4,0.7,0.4,0.4,0.4
UK,Operations,Construction Supervisor,Male,2025-05-01 00:00:00,13,10,6,1,1,0.7692,0.4615,0.0769,0.0769
Germany,Commercial,Pricing Manager,Male,2026-01-01 00:00:00,7,5,4,2,2,0.7143,0.5714,0.2857,0.2857
France,Operations,Construction Supervisor,Male,2025-05-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
Germany,Finance,Financial Analyst,Female,2026-03-01 00:00:00,3,3,2,2,2,1.0,0.6667,0.6667,0.6667
UK,Commercial,Pricing Manager,Male,2025-11-01 00:00:00,16,12,5,3,2,0.75,0.3125,0.1875,0.125
UK,Operations,Site Engineer,Male,2025-04-01 00:00:00,16,8,3,0,0,0.5,0.1875,0.0,0.0
UK,Customer Support,Customer Success Manager,Male,2025-11-01 00:00:00,16,15,8,6,4,0.9375,0.5,0.375,0.25
UK,Sales,Account Manager,Male,2025-09-01 00:00:00,20,17,10,8,5,0.85,0.5,0.4,0.25
UK,Commercial,Commercial Analyst,Male,2025-12-01 00:00:00,12,9,5,2,1,0.75,0.4167,0.1667,0.0833
Germany,Operations,Construction Supervisor,Male,2025-12-01 00:00:00,6,3,2,1,1,0.5,0.3333,0.1667,0.1667
UK,Technology,Data Analyst,Male,2026-03-01 00:00:00,9,7,2,1,1,0.7778,0.2222,0.1111,0.1111
UK,Operations,Construction Supervisor,Male,2026-01-01 00:00:00,11,6,1,1,1,0.5455,0.0909,0.0909,0.0909
UK,Operations,Project Manager,Male,2025-11-01 00:00:00,9,8,3,1,1,0.8889,0.3333,0.1111,0.1111
UK,Supply Chain,Logistics Coordinator,Male,2025-04-01 00:00:00,13,8,6,2,2,0.6154,0.4615,0.1538,0.1538
UK,Operations,Construction Supervisor,Male,2025-08-01 00:00:00,19,12,6,1,0,0.6316,0.3158,0.0526,0.0
France,Finance,Accountant,Male,2026-01-01 00:00:00,4,3,2,2,2,0.75,0.5,0.5,0.5
France,Operations,Construction Supervisor,Male,2025-08-01 00:00:00,3,3,1,1,1,1.0,0.3333,0.3333,0.3333
UK,Supply Chain,Logistics Coordinator,Female,2026-01-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
UK,Finance,Accountant,Male,2025-11-01 00:00:00,16,13,7,5,3,0.8125,0.4375,0.3125,0.1875
Netherlands,People,HR Business Partner,Male,2025-11-01 00:00:00,5,5,5,3,1,1.0,1.0,0.6,0.2
UK,Technology,Software Engineer,Male,2025-08-01 00:00:00,10,6,3,1,1,0.6,0.3,0.1,0.1
Ireland,Customer Support,Customer Support Rep,Male,2026-03-01 00:00:00,3,3,2,2,1,1.0,0.6667,0.6667,0.3333
UK,People,HR Business Partner,Female,2025-09-01 00:00:00,4,4,2,0,0,1.0,0.5,0.0,0.0
UK,Technology,Software Engineer,Male,2026-01-01 00:00:00,17,12,9,6,5,0.7059,0.5294,0.3529,0.2941
Germany,Finance,Financial Analyst,Male,2025-07-01 00:00:00,8,7,3,1,1,0.875,0.375,0.125,0.125
Germany,Supply Chain,Logistics Coordinator,Male,2025-10-01 00:00:00,5,3,2,1,1,0.6,0.4,0.2,0.2
UK,Supply Chain,Procurement Specialist,Female,2025-11-01 00:00:00,3,2,2,0,0,0.6667,0.6667,0.0,0.0
France,Sales,Account Manager,Female,2025-04-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
