learning_record_id,employee_id,course_id,course_name,mandatory_flag,assignment_date,due_date,completion_date,completion_status,days_to_complete,overdue_flag,department,country
LRN0004359,EMP02046,C006,Advanced Analytics,0,2026-03-14,2026-06-11,2026-03-25,Completed,11.0,0,Technology,UK
LRN0004360,EMP02046,C005,Stakeholder Management,0,2025-12-26,2026-03-29,2026-01-17,Completed,22.0,0,Technology,UK
LRN0004361,EMP02046,C004,Leadership Essentials,0,2025-02-13,2025-04-29,2025-03-10,Completed,25.0,0,Technology,UK
LRN0004362,EMP02047,C003,Data Protection,1,2025-06-20,2025-07-15,,Incomplete,,1,Operations,Netherlands
LRN0004363,EMP02048,C003,Data Protection,1,2025-03-07,2025-04-09,2025-03-19,Completed,12.0,0,Supply Chain,Germany
LRN0004364,EMP02048,C004,Leadership Essentials,0,2025-06-28,2025-09-13,2025-07-22,Completed,24.0,0,Supply Chain,Germany
LRN0004365,EMP02048,C006,Advanced Analytics,0,2026-01-01,2026-03-17,,Incomplete,,1,Supply Chain,Germany
LRN0004366,EMP02049,C006,Advanced Analytics,0,2025-05-15,2025-08-09,,Incomplete,,1,Technology,UK
LRN0004367,EMP02049,C004,Leadership Essentials,0,2025-05-26,2025-08-05,2025-06-01,Completed,6.0,0,Technology,UK
LRN0004368,EMP02049,C005,Stakeholder Management,0,2025-01-18,2025-04-02,2025-01-21,Completed,3.0,0,Technology,UK
LRN0004369,EMP02049,C002,Health and Safety,1,2025-10-16,2025-11-20,2025-10-28,Completed,12.0,0,Technology,UK
LRN0004370,EMP02050,C001,Code of Conduct,1,2025-08-30,2025-10-10,2025-09-01,Completed,2.0,0,People,UK
LRN0004371,EMP02051,C003,Data Protection,1,2025-06-08,2025-07-10,,Incomplete,,1,Sales,Germany
LRN0004372,EMP02052,C002,Health and Safety,1,2026-03-28,2026-04-30,2026-03-31,Completed,3.0,0,Operations,Germany
LRN0004373,EMP02052,C006,Advanced Analytics,0,2025-05-18,2025-07-31,,Incomplete,,1,Operations,Germany
LRN0004374,EMP02052,C004,Leadership Essentials,0,2026-03-01,2026-05-26,,Incomplete,,0,Operations,Germany
LRN0004375,EMP02053,C001,Code of Conduct,1,2025-12-16,2026-01-24,,Incomplete,,1,Operations,Germany
LRN0004376,EMP02053,C006,Advanced Analytics,0,2025-08-16,2025-11-12,2025-09-12,Completed,27.0,0,Operations,Germany
LRN0004377,EMP02054,C003,Data Protection,1,2025-09-28,2025-11-06,,Incomplete,,1,Operations,Netherlands
LRN0004378,EMP02055,C002,Health and Safety,1,2025-04-16,2025-05-21,2025-04-27,Completed,11.0,0,Operations,UK
LRN0004379,EMP02055,C005,Stakeholder Management,0,2025-07-02,2025-09-28,2025-08-19,Completed,48.0,0,Operations,UK
LRN0004380,EMP02056,C003,Data Protection,1,2025-08-09,2025-09-21,2025-08-13,Completed,4.0,0,Finance,Germany
LRN0004381,EMP02056,C006,Advanced Analytics,0,2026-03-13,2026-06-06,2026-03-19,Completed,6.0,0,Finance,Germany
LRN0004382,EMP02057,C004,Leadership Essentials,0,2025-01-26,2025-04-25,2025-02-26,Completed,31.0,0,Operations,UK
LRN0004383,EMP02058,C004,Leadership Essentials,0,2025-02-22,2025-05-16,2025-03-03,Completed,9.0,0,People,UK
LRN0004384,EMP02058,C006,Advanced Analytics,0,2025-01-18,2025-04-09,2025-01-29,Completed,11.0,0,People,UK
LRN0004385,EMP02059,C002,Health and Safety,1,2025-01-17,2025-02-21,,Incomplete,,1,Operations,Germany
LRN0004386,EMP02060,C001,Code of Conduct,1,2025-08-12,2025-09-29,2025-08-24,Completed,12.0,0,Commercial,Netherlands
LRN0004387,EMP02060,C005,Stakeholder Management,0,2025-04-28,2025-07-23,2025-05-16,Completed,18.0,0,Commercial,Netherlands
LRN0004388,EMP02060,C006,Advanced Analytics,0,2025-05-25,2025-08-05,,Incomplete,,1,Commercial,Netherlands
LRN0004389,EMP02060,C004,Leadership Essentials,0,2025-01-22,2025-04-08,2025-02-06,Completed,15.0,0,Commercial,Netherlands
LRN0004390,EMP02061,C002,Health and Safety,1,2025-03-06,2025-04-10,2025-04-25,Completed,50.0,0,Operations,Germany
LRN0004391,EMP02061,C006,Advanced Analytics,0,2025-02-28,2025-05-15,,Incomplete,,1,Operations,Germany
LRN0004392,EMP02062,C001,Code of Conduct,1,2025-07-12,2025-08-25,,Incomplete,,1,Customer Support,UK
LRN0004393,EMP02062,C004,Leadership Essentials,0,2025-06-26,2025-09-12,,Incomplete,,1,Customer Support,UK
LRN0004394,EMP02062,C006,Advanced Analytics,0,2025-09-14,2025-12-07,2025-09-30,Completed,16.0,0,Customer Support,UK
LRN0004395,EMP02063,C004,Leadership Essentials,0,2025-11-18,2026-02-21,,Incomplete,,1,Technology,Germany
LRN0004396,EMP02063,C006,Advanced Analytics,0,2026-03-24,2026-06-05,,Incomplete,,0,Technology,Germany
LRN0004397,EMP02064,C002,Health and Safety,1,2025-05-11,2025-06-23,2025-05-20,Completed,9.0,0,Finance,UK
LRN0004398,EMP02065,C005,Stakeholder Management,0,2026-02-04,2026-04-26,,Incomplete,,0,Supply Chain,Germany
LRN0004399,EMP02066,C002,Health and Safety,1,2025-06-23,2025-07-28,2025-07-08,Completed,15.0,0,Operations,France
LRN0004400,EMP02067,C003,Data Protection,1,2025-03-23,2025-04-19,2025-03-29,Completed,6.0,0,Sales,Germany
LRN0004401,EMP02067,C005,Stakeholder Management,0,2025-03-03,2025-05-18,2025-03-21,Completed,18.0,0,Sales,Germany
LRN0004402,EMP02067,C004,Leadership Essentials,0,2025-10-14,2026-01-05,,Incomplete,,1,Sales,Germany
LRN0004403,EMP02068,C005,Stakeholder Management,0,2026-02-24,2026-05-24,,Incomplete,,0,People,UK
LRN0004404,EMP02069,C003,Data Protection,1,2025-12-19,2026-01-18,2026-01-05,Completed,17.0,0,Supply Chain,France
LRN0004405,EMP02069,C005,Stakeholder Management,0,2025-08-04,2025-10-30,2025-08-14,Completed,10.0,0,Supply Chain,France
LRN0004406,EMP02070,C001,Code of Conduct,1,2025-04-04,2025-05-21,2025-04-19,Completed,15.0,0,Customer Support,Germany
LRN0004407,EMP02070,C004,Leadership Essentials,0,2025-12-15,2026-03-15,,Incomplete,,1,Customer Support,Germany
LRN0004408,EMP02071,C002,Health and Safety,1,2025-03-18,2025-04-19,2025-04-03,Completed,16.0,0,Operations,Netherlands
LRN0004409,EMP02072,C002,Health and Safety,1,2025-09-08,2025-10-19,2025-09-30,Completed,22.0,0,Operations,Ireland
LRN0004410,EMP02073,C006,Advanced Analytics,0,2026-01-07,2026-04-01,,Incomplete,,0,Operations,Germany
LRN0004411,EMP02074,C001,Code of Conduct,1,2025-11-20,2025-12-25,2025-11-26,Completed,6.0,0,Finance,UK
LRN0004412,EMP02074,C006,Advanced Analytics,0,2025-04-01,2025-06-10,2025-04-10,Completed,9.0,0,Finance,UK
LRN0004413,EMP02075,C002,Health and Safety,1,2026-01-02,2026-02-07,2026-02-02,Completed,31.0,0,Supply Chain,UK
LRN0004414,EMP02075,C005,Stakeholder Management,0,2025-02-09,2025-05-09,2025-03-17,Completed,36.0,0,Supply Chain,UK
LRN0004415,EMP02075,C004,Leadership Essentials,0,2025-03-29,2025-06-25,2025-04-15,Completed,17.0,0,Supply Chain,UK
LRN0004416,EMP02075,C006,Advanced Analytics,0,2025-03-08,2025-06-09,,Incomplete,,1,Supply Chain,UK
LRN0004417,EMP02076,C003,Data Protection,1,2025-09-26,2025-10-21,2025-10-09,Completed,13.0,0,Commercial,UK
LRN0004418,EMP02076,C004,Leadership Essentials,0,2026-03-02,2026-06-02,2026-03-15,Completed,13.0,0,Commercial,UK
LRN0004419,EMP02077,C003,Data Protection,1,2025-07-02,2025-08-08,2025-07-19,Completed,17.0,0,Operations,Germany
LRN0004420,EMP02077,C005,Stakeholder Management,0,2025-09-27,2025-12-29,2025-11-02,Completed,36.0,0,Operations,Germany
LRN0004421,EMP02078,C002,Health and Safety,1,2026-01-17,2026-02-28,2026-01-27,Completed,10.0,0,People,Germany
LRN0004422,EMP02078,C005,Stakeholder Management,0,2025-04-26,2025-07-05,2025-05-04,Completed,8.0,0,People,Germany
LRN0004423,EMP02079,C002,Health and Safety,1,2026-03-10,2026-04-25,2026-03-31,Completed,21.0,0,Operations,Germany
LRN0004424,EMP02079,C005,Stakeholder Management,0,2026-03-01,2026-05-24,,Incomplete,,0,Operations,Germany
LRN0004425,EMP02080,C006,Advanced Analytics,0,2026-02-21,2026-05-26,2026-03-13,Completed,20.0,0,Operations,UK
LRN0004426,EMP02080,C005,Stakeholder Management,0,2026-03-03,2026-05-17,,Incomplete,,0,Operations,UK
LRN0004427,EMP02080,C004,Leadership Essentials,0,2025-11-21,2026-02-22,,Incomplete,,1,Operations,UK
LRN0004428,EMP02081,C001,Code of Conduct,1,2025-04-05,2025-04-30,,Incomplete,,1,Customer Support,Germany
LRN0004429,EMP02081,C006,Advanced Analytics,0,2025-06-16,2025-08-25,,Incomplete,,1,Customer Support,Germany
LRN0004430,EMP02082,C002,Health and Safety,1,2025-07-22,2025-08-27,2025-08-18,Completed,27.0,0,Customer Support,UK
LRN0004431,EMP02083,C004,Leadership Essentials,0,2025-07-10,2025-09-26,,Incomplete,,1,Customer Support,UK
LRN0004432,EMP02083,C005,Stakeholder Management,0,2025-04-06,2025-06-16,,Incomplete,,1,Customer Support,UK
LRN0004433,EMP02084,C001,Code of Conduct,1,2025-09-09,2025-10-15,,Incomplete,,1,Operations,France
LRN0004434,EMP02084,C005,Stakeholder Management,0,2025-01-11,2025-04-02,,Incomplete,,1,Operations,France
LRN0004435,EMP02085,C002,Health and Safety,1,2025-08-16,2025-09-29,2025-08-18,Completed,2.0,0,Finance,France
LRN0004436,EMP02085,C004,Leadership Essentials,0,2025-12-18,2026-03-07,,Incomplete,,1,Finance,France
LRN0004437,EMP02086,C001,Code of Conduct,1,2025-10-01,2025-10-26,2025-10-15,Completed,14.0,0,Operations,France
LRN0004438,EMP02086,C004,Leadership Essentials,0,2025-07-28,2025-10-30,,Incomplete,,1,Operations,France
LRN0004439,EMP02087,C001,Code of Conduct,1,2025-02-17,2025-03-14,,Incomplete,,1,Sales,France
LRN0004440,EMP02087,C005,Stakeholder Management,0,2025-07-30,2025-10-17,2025-08-19,Completed,20.0,0,Sales,France
LRN0004441,EMP02087,C004,Leadership Essentials,0,2025-05-16,2025-08-10,,Incomplete,,1,Sales,France
LRN0004442,EMP02088,C002,Health and Safety,1,2025-11-27,2026-01-13,,Incomplete,,1,Customer Support,UK
LRN0004443,EMP02088,C004,Leadership Essentials,0,2025-06-27,2025-09-20,,Incomplete,,1,Customer Support,UK
LRN0004444,EMP02088,C005,Stakeholder Management,0,2025-06-23,2025-09-05,2025-07-06,Completed,13.0,0,Customer Support,UK
LRN0004445,EMP02089,C003,Data Protection,1,2025-09-12,2025-10-28,,Incomplete,,1,Customer Support,France
LRN0004446,EMP02090,C003,Data Protection,1,2026-03-20,2026-04-16,2026-03-31,Completed,11.0,0,Supply Chain,France
LRN0004447,EMP02090,C005,Stakeholder Management,0,2025-12-30,2026-03-18,,Incomplete,,1,Supply Chain,France
LRN0004448,EMP02090,C006,Advanced Analytics,0,2025-03-18,2025-06-07,,Incomplete,,1,Supply Chain,France
LRN0004449,EMP02090,C004,Leadership Essentials,0,2025-03-02,2025-05-20,,Incomplete,,1,Supply Chain,France
LRN0004450,EMP02091,C001,Code of Conduct,1,2026-03-21,2026-05-01,2026-03-31,Completed,10.0,0,Operations,Ireland
LRN0004451,EMP02091,C006,Advanced Analytics,0,2025-07-23,2025-10-19,,Incomplete,,1,Operations,Ireland
LRN0004452,EMP02092,C004,Leadership Essentials,0,2025-05-18,2025-08-03,,Incomplete,,1,Customer Support,UK
LRN0004453,EMP02092,C005,Stakeholder Management,0,2025-05-31,2025-08-26,2025-06-18,Completed,18.0,0,Customer Support,UK
LRN0004454,EMP02093,C002,Health and Safety,1,2025-09-17,2025-11-06,,Incomplete,,1,Operations,Germany
LRN0004455,EMP02094,C001,Code of Conduct,1,2025-07-28,2025-08-24,2025-08-14,Completed,17.0,0,Sales,Germany
LRN0004456,EMP02094,C004,Leadership Essentials,0,2026-01-07,2026-04-04,2026-01-31,Completed,24.0,0,Sales,Germany
LRN0004457,EMP02094,C006,Advanced Analytics,0,2025-02-21,2025-05-11,,Incomplete,,1,Sales,Germany
LRN0004458,EMP02095,C003,Data Protection,1,2026-03-11,2026-04-07,2026-03-31,Completed,20.0,0,Supply Chain,Germany
LRN0004459,EMP02095,C004,Leadership Essentials,0,2025-05-11,2025-07-20,,Incomplete,,1,Supply Chain,Germany
LRN0004460,EMP02096,C003,Data Protection,1,2025-10-31,2025-12-14,2025-11-25,Completed,25.0,0,Customer Support,Germany
LRN0004461,EMP02096,C005,Stakeholder Management,0,2025-09-20,2025-12-02,,Incomplete,,1,Customer Support,Germany
LRN0004462,EMP02097,C002,Health and Safety,1,2025-12-04,2026-01-20,2025-12-21,Completed,17.0,0,Customer Support,UK
LRN0004463,EMP02097,C005,Stakeholder Management,0,2025-02-01,2025-04-13,2025-02-26,Completed,25.0,0,Customer Support,UK
LRN0004464,EMP02097,C006,Advanced Analytics,0,2025-09-18,2025-12-10,,Incomplete,,1,Customer Support,UK
LRN0004465,EMP02098,C001,Code of Conduct,1,2025-03-27,2025-05-04,,Incomplete,,1,Operations,Ireland
LRN0004466,EMP02098,C005,Stakeholder Management,0,2025-05-20,2025-07-30,,Incomplete,,1,Operations,Ireland
LRN0004467,EMP02099,C006,Advanced Analytics,0,2025-03-01,2025-05-27,2025-03-05,Completed,4.0,0,Finance,UK
LRN0004468,EMP02099,C004,Leadership Essentials,0,2025-07-15,2025-10-18,2025-07-17,Completed,2.0,0,Finance,UK
LRN0004469,EMP02100,C005,Stakeholder Management,0,2025-04-07,2025-07-09,2025-04-27,Completed,20.0,0,Sales,UK
LRN0004470,EMP02101,C003,Data Protection,1,2025-10-26,2025-12-04,2025-11-04,Completed,9.0,0,Customer Support,Germany
LRN0004471,EMP02101,C006,Advanced Analytics,0,2025-06-16,2025-08-29,,Incomplete,,1,Customer Support,Germany
LRN0004472,EMP02102,C004,Leadership Essentials,0,2025-06-17,2025-09-09,2025-06-29,Completed,12.0,0,Commercial,Netherlands
LRN0004473,EMP02102,C005,Stakeholder Management,0,2025-09-17,2025-12-09,,Incomplete,,1,Commercial,Netherlands
LRN0004474,EMP02102,C006,Advanced Analytics,0,2025-10-09,2025-12-24,,Incomplete,,1,Commercial,Netherlands
LRN0004475,EMP02103,C001,Code of Conduct,1,2025-05-28,2025-07-09,2025-07-04,Completed,37.0,0,Operations,UK
LRN0004476,EMP02104,C002,Health and Safety,1,2026-01-25,2026-03-05,,Incomplete,,1,Technology,UK
LRN0004477,EMP02104,C004,Leadership Essentials,0,2025-11-17,2026-02-13,2025-11-27,Completed,10.0,0,Technology,UK
LRN0004478,EMP02104,C005,Stakeholder Management,0,2025-07-28,2025-10-28,2025-08-18,Completed,21.0,0,Technology,UK
LRN0004479,EMP02104,C006,Advanced Analytics,0,2025-04-19,2025-07-19,2025-05-13,Completed,24.0,0,Technology,UK
LRN0004480,EMP02105,C003,Data Protection,1,2026-03-06,2026-04-12,2026-03-25,Completed,19.0,0,Customer Support,Ireland
LRN0004481,EMP02105,C006,Advanced Analytics,0,2025-08-13,2025-11-01,,Incomplete,,1,Customer Support,Ireland
LRN0004482,EMP02106,C001,Code of Conduct,1,2025-08-28,2025-09-28,2025-08-31,Completed,3.0,0,People,UK
LRN0004483,EMP02106,C005,Stakeholder Management,0,2025-01-03,2025-03-15,2025-01-07,Completed,4.0,0,People,UK
LRN0004484,EMP02107,C004,Leadership Essentials,0,2025-08-10,2025-10-28,2025-08-15,Completed,5.0,0,Finance,UK
LRN0004485,EMP02107,C006,Advanced Analytics,0,2025-09-27,2025-12-06,,Incomplete,,1,Finance,UK
LRN0004486,EMP02107,C005,Stakeholder Management,0,2025-12-22,2026-03-10,,Incomplete,,1,Finance,UK
LRN0004487,EMP02108,C001,Code of Conduct,1,2025-07-15,2025-08-23,2025-07-29,Completed,14.0,0,Operations,UK
LRN0004488,EMP02108,C005,Stakeholder Management,0,2025-05-24,2025-08-08,,Incomplete,,1,Operations,UK
LRN0004489,EMP02109,C001,Code of Conduct,1,2025-03-01,2025-04-17,2025-03-08,Completed,7.0,0,People,Germany
LRN0004490,EMP02109,C005,Stakeholder Management,0,2025-11-17,2026-02-19,2025-11-21,Completed,4.0,0,People,Germany
LRN0004491,EMP02109,C004,Leadership Essentials,0,2026-02-20,2026-05-06,,Incomplete,,0,People,Germany
LRN0004492,EMP02110,C005,Stakeholder Management,0,2025-06-28,2025-09-23,,Incomplete,,1,Technology,UK
LRN0004493,EMP02110,C004,Leadership Essentials,0,2025-08-11,2025-10-20,2025-09-05,Completed,25.0,0,Technology,UK
LRN0004494,EMP02111,C006,Advanced Analytics,0,2025-01-25,2025-04-29,,Incomplete,,1,Operations,UK
LRN0004495,EMP02111,C005,Stakeholder Management,0,2026-02-14,2026-04-30,2026-03-27,Completed,41.0,0,Operations,UK
LRN0004496,EMP02111,C004,Leadership Essentials,0,2026-01-17,2026-04-13,,Incomplete,,0,Operations,UK
LRN0004497,EMP02112,C003,Data Protection,1,2025-06-12,2025-07-14,2025-06-15,Completed,3.0,0,Finance,UK
LRN0004498,EMP02112,C005,Stakeholder Management,0,2026-01-29,2026-04-27,2026-02-04,Completed,6.0,0,Finance,UK
LRN0004499,EMP02112,C006,Advanced Analytics,0,2025-02-05,2025-04-22,2025-02-22,Completed,17.0,0,Finance,UK
LRN0004500,EMP02112,C004,Leadership Essentials,0,2025-12-27,2026-03-07,,Incomplete,,1,Finance,UK
LRN0004501,EMP02113,C001,Code of Conduct,1,2025-10-11,2025-11-24,,Incomplete,,1,Operations,Germany
LRN0004502,EMP02113,C004,Leadership Essentials,0,2025-03-14,2025-05-29,,Incomplete,,1,Operations,Germany
LRN0004503,EMP02114,C004,Leadership Essentials,0,2025-08-18,2025-11-08,,Incomplete,,1,Technology,UK
LRN0004504,EMP02114,C005,Stakeholder Management,0,2025-04-30,2025-07-28,,Incomplete,,1,Technology,UK
LRN0004505,EMP02114,C006,Advanced Analytics,0,2026-03-30,2026-06-19,2026-03-31,Completed,1.0,0,Technology,UK
LRN0004506,EMP02114,C002,Health and Safety,1,2025-07-21,2025-08-16,2025-08-02,Completed,12.0,0,Technology,UK
LRN0004507,EMP02115,C001,Code of Conduct,1,2025-07-19,2025-08-13,2025-08-10,Completed,22.0,0,Operations,Germany
LRN0004508,EMP02115,C005,Stakeholder Management,0,2025-01-03,2025-03-23,,Incomplete,,1,Operations,Germany
LRN0004509,EMP02115,C004,Leadership Essentials,0,2025-12-05,2026-03-09,,Incomplete,,1,Operations,Germany
LRN0004510,EMP02115,C006,Advanced Analytics,0,2025-03-22,2025-06-07,,Incomplete,,1,Operations,Germany
LRN0004511,EMP02116,C001,Code of Conduct,1,2025-05-14,2025-07-03,2025-06-24,Completed,41.0,0,Operations,UK
LRN0004512,EMP02116,C006,Advanced Analytics,0,2025-10-31,2026-01-28,,Incomplete,,1,Operations,UK
LRN0004513,EMP02117,C002,Health and Safety,1,2025-01-18,2025-02-22,2025-02-08,Completed,21.0,0,Operations,UK
LRN0004514,EMP02117,C005,Stakeholder Management,0,2025-03-10,2025-05-24,,Incomplete,,1,Operations,UK
LRN0004515,EMP02117,C006,Advanced Analytics,0,2025-10-08,2025-12-18,2025-12-07,Completed,60.0,0,Operations,UK
LRN0004516,EMP02117,C004,Leadership Essentials,0,2025-12-28,2026-03-22,,Incomplete,,1,Operations,UK
LRN0004517,EMP02118,C001,Code of Conduct,1,2025-02-03,2025-03-18,2025-02-19,Completed,16.0,0,Technology,Germany
LRN0004518,EMP02118,C005,Stakeholder Management,0,2025-12-13,2026-03-06,,Incomplete,,1,Technology,Germany
LRN0004519,EMP02118,C006,Advanced Analytics,0,2025-11-28,2026-02-07,2025-12-22,Completed,24.0,0,Technology,Germany
LRN0004520,EMP02118,C004,Leadership Essentials,0,2025-08-12,2025-10-26,2025-08-31,Completed,19.0,0,Technology,Germany
LRN0004521,EMP02119,C006,Advanced Analytics,0,2025-11-07,2026-01-26,2025-11-27,Completed,20.0,0,Commercial,UK
LRN0004522,EMP02119,C004,Leadership Essentials,0,2025-06-26,2025-09-28,2025-07-06,Completed,10.0,0,Commercial,UK
LRN0004523,EMP02120,C002,Health and Safety,1,2025-03-22,2025-05-05,2025-04-02,Completed,11.0,0,Supply Chain,UK
LRN0004524,EMP02120,C005,Stakeholder Management,0,2025-11-18,2026-02-02,,Incomplete,,1,Supply Chain,UK
LRN0004525,EMP02120,C006,Advanced Analytics,0,2025-07-04,2025-10-02,2025-07-14,Completed,10.0,0,Supply Chain,UK
LRN0004526,EMP02121,C006,Advanced Analytics,0,2026-03-01,2026-05-29,,Incomplete,,0,Customer Support,Ireland
LRN0004527,EMP02121,C005,Stakeholder Management,0,2025-05-19,2025-08-07,2025-06-09,Completed,21.0,0,Customer Support,Ireland
LRN0004528,EMP02122,C003,Data Protection,1,2025-02-13,2025-03-28,2025-02-19,Completed,6.0,0,Customer Support,Germany
LRN0004529,EMP02123,C003,Data Protection,1,2026-01-08,2026-02-13,,Incomplete,,1,Operations,UK
LRN0004530,EMP02124,C001,Code of Conduct,1,2025-07-26,2025-09-04,,Incomplete,,1,Operations,Netherlands
LRN0004531,EMP02125,C003,Data Protection,1,2025-10-01,2025-11-09,2025-10-19,Completed,18.0,0,Technology,Germany
LRN0004532,EMP02125,C004,Leadership Essentials,0,2025-07-07,2025-09-16,2025-07-11,Completed,4.0,0,Technology,Germany
LRN0004533,EMP02126,C001,Code of Conduct,1,2025-05-19,2025-06-21,,Incomplete,,1,Technology,Germany
LRN0004534,EMP02126,C006,Advanced Analytics,0,2025-12-04,2026-02-21,,Incomplete,,1,Technology,Germany
LRN0004535,EMP02126,C004,Leadership Essentials,0,2025-01-08,2025-04-02,,Incomplete,,1,Technology,Germany
LRN0004536,EMP02127,C006,Advanced Analytics,0,2025-11-21,2026-02-07,,Incomplete,,1,Technology,UK
LRN0004537,EMP02127,C005,Stakeholder Management,0,2025-07-25,2025-10-13,2025-08-12,Completed,18.0,0,Technology,UK
LRN0004538,EMP02128,C002,Health and Safety,1,2025-09-16,2025-10-18,,Incomplete,,1,Supply Chain,UK
LRN0004539,EMP02128,C004,Leadership Essentials,0,2026-03-15,2026-06-13,2026-03-31,Completed,16.0,0,Supply Chain,UK
LRN0004540,EMP02128,C006,Advanced Analytics,0,2026-01-18,2026-04-08,,Incomplete,,0,Supply Chain,UK
LRN0004541,EMP02129,C002,Health and Safety,1,2025-02-15,2025-03-28,,Incomplete,,1,Supply Chain,Germany
LRN0004542,EMP02129,C005,Stakeholder Management,0,2025-02-01,2025-04-18,,Incomplete,,1,Supply Chain,Germany
LRN0004543,EMP02130,C001,Code of Conduct,1,2025-08-20,2025-09-29,,Incomplete,,1,Supply Chain,Germany
LRN0004544,EMP02130,C005,Stakeholder Management,0,2025-06-15,2025-08-26,,Incomplete,,1,Supply Chain,Germany
LRN0004545,EMP02131,C001,Code of Conduct,1,2025-08-09,2025-09-06,2025-08-18,Completed,9.0,0,Sales,UK
LRN0004546,EMP02131,C005,Stakeholder Management,0,2026-01-28,2026-04-22,2026-02-01,Completed,4.0,0,Sales,UK
LRN0004547,EMP02131,C006,Advanced Analytics,0,2025-04-05,2025-06-30,2025-04-17,Completed,12.0,0,Sales,UK
LRN0004548,EMP02132,C005,Stakeholder Management,0,2025-09-12,2025-12-15,,Incomplete,,1,Customer Support,France
LRN0004549,EMP02133,C003,Data Protection,1,2026-02-09,2026-03-17,2026-02-23,Completed,14.0,0,Customer Support,Germany
LRN0004550,EMP02134,C002,Health and Safety,1,2025-10-03,2025-10-30,2025-10-12,Completed,9.0,0,Finance,Germany
LRN0004551,EMP02135,C005,Stakeholder Management,0,2025-04-20,2025-07-20,2025-05-27,Completed,37.0,0,Supply Chain,France
LRN0004552,EMP02135,C006,Advanced Analytics,0,2025-10-15,2026-01-02,,Incomplete,,1,Supply Chain,France
LRN0004553,EMP02135,C004,Leadership Essentials,0,2025-07-01,2025-09-14,2025-08-23,Completed,53.0,0,Supply Chain,France
LRN0004554,EMP02136,C003,Data Protection,1,2026-01-11,2026-02-25,,Incomplete,,1,Supply Chain,UK
LRN0004555,EMP02136,C005,Stakeholder Management,0,2025-11-02,2026-02-03,,Incomplete,,1,Supply Chain,UK
LRN0004556,EMP02137,C005,Stakeholder Management,0,2025-10-18,2026-01-13,,Incomplete,,1,Customer Support,UK
LRN0004557,EMP02138,C003,Data Protection,1,2025-10-21,2025-11-15,2025-10-31,Completed,10.0,0,Finance,UK
LRN0004558,EMP02138,C004,Leadership Essentials,0,2025-02-08,2025-05-03,,Incomplete,,1,Finance,UK
LRN0004559,EMP02139,C005,Stakeholder Management,0,2025-11-01,2026-01-11,,Incomplete,,1,Finance,Germany
LRN0004560,EMP02139,C004,Leadership Essentials,0,2025-12-12,2026-02-26,2026-01-06,Completed,25.0,0,Finance,Germany
LRN0004561,EMP02140,C002,Health and Safety,1,2025-08-02,2025-09-21,2025-09-12,Completed,41.0,0,Operations,UK
LRN0004562,EMP02140,C005,Stakeholder Management,0,2025-08-04,2025-11-02,2025-09-14,Completed,41.0,0,Operations,UK
LRN0004563,EMP02140,C004,Leadership Essentials,0,2025-07-24,2025-10-02,,Incomplete,,1,Operations,UK
LRN0004564,EMP02141,C002,Health and Safety,1,2025-12-11,2026-01-16,,Incomplete,,1,Customer Support,Germany
LRN0004565,EMP02141,C004,Leadership Essentials,0,2026-01-03,2026-04-04,,Incomplete,,0,Customer Support,Germany
LRN0004566,EMP02142,C003,Data Protection,1,2025-07-19,2025-09-03,2025-07-23,Completed,4.0,0,Commercial,UK
LRN0004567,EMP02142,C006,Advanced Analytics,0,2025-12-26,2026-03-10,2026-01-05,Completed,10.0,0,Commercial,UK
LRN0004568,EMP02143,C006,Advanced Analytics,0,2026-02-09,2026-05-14,,Incomplete,,0,Supply Chain,France
LRN0004569,EMP02144,C004,Leadership Essentials,0,2025-01-14,2025-04-12,,Incomplete,,1,Customer Support,Germany
LRN0004570,EMP02144,C005,Stakeholder Management,0,2025-06-20,2025-09-18,2025-07-22,Completed,32.0,0,Customer Support,Germany
LRN0004571,EMP02145,C002,Health and Safety,1,2025-04-20,2025-06-03,2025-04-24,Completed,4.0,0,Technology,UK
LRN0004572,EMP02145,C005,Stakeholder Management,0,2026-02-27,2026-05-18,2026-03-09,Completed,10.0,0,Technology,UK
LRN0004573,EMP02145,C004,Leadership Essentials,0,2025-10-14,2026-01-05,2025-10-19,Completed,5.0,0,Technology,UK
LRN0004574,EMP02146,C001,Code of Conduct,1,2025-12-21,2026-01-19,,Incomplete,,1,Operations,Germany
LRN0004575,EMP02146,C004,Leadership Essentials,0,2025-12-26,2026-03-28,,Incomplete,,1,Operations,Germany
LRN0004576,EMP02146,C006,Advanced Analytics,0,2026-01-21,2026-04-18,,Incomplete,,0,Operations,Germany
LRN0004577,EMP02147,C001,Code of Conduct,1,2025-08-03,2025-09-04,2025-08-06,Completed,3.0,0,Finance,UK
LRN0004578,EMP02147,C006,Advanced Analytics,0,2026-03-24,2026-06-12,,Incomplete,,0,Finance,UK
LRN0004579,EMP02148,C003,Data Protection,1,2025-08-24,2025-09-24,,Incomplete,,1,Customer Support,Germany
LRN0004580,EMP02148,C004,Leadership Essentials,0,2026-01-17,2026-04-15,,Incomplete,,0,Customer Support,Germany
LRN0004581,EMP02148,C005,Stakeholder Management,0,2026-03-13,2026-06-09,2026-03-31,Completed,18.0,0,Customer Support,Germany
LRN0004582,EMP02149,C003,Data Protection,1,2025-09-19,2025-10-21,,Incomplete,,1,Operations,Ireland
