candidate_id,application_date,country,department,job_role,gender,current_stage,hired_flag,Applied_date,Screen_date,Interview_date,Offer_date,Hired_date
CAND006044,2025-06-05,UK,Operations,Project Manager,Male,Screen,0,2025-06-05,2025-06-09,,,
CAND006045,2025-09-21,Germany,Operations,Construction Supervisor,Male,Interview,0,2025-09-21,2025-09-23,2025-09-29,,
CAND006046,2025-11-22,UK,Commercial,Commercial Analyst,Male,Interview,0,2025-11-22,2025-11-25,2025-12-03,,
CAND006047,2025-10-14,UK,Sales,Sales Executive,Male,Interview,0,2025-10-14,2025-10-16,2025-10-22,,
CAND006048,2025-05-17,Germany,Customer Support,Customer Support Rep,Male,Interview,0,2025-05-17,2025-05-21,2025-05-24,,
CAND006049,2026-03-19,UK,Sales,Account Manager,Male,Interview,0,2026-03-19,2026-03-20,2026-03-28,,
CAND006050,2025-11-21,Germany,Finance,Accountant,Male,Applied,0,2025-11-21,,,,
CAND006051,2025-06-05,Ireland,Commercial,Pricing Manager,Male,Interview,0,2025-06-05,2025-06-09,2025-06-12,,
CAND006052,2025-10-06,France,Supply Chain,Logistics Coordinator,Male,Hired,1,2025-10-06,2025-10-10,2025-10-14,2025-10-27,2025-10-31
CAND006053,2025-08-11,UK,Sales,Sales Executive,Female,Applied,0,2025-08-11,,,,
CAND006054,2025-12-26,Ireland,Finance,Financial Analyst,Male,Hired,1,2025-12-26,2025-12-28,2026-01-04,2026-01-13,2026-01-16
CAND006055,2025-07-04,Germany,People,HR Business Partner,Male,Interview,0,2025-07-04,2025-07-06,2025-07-10,,
CAND006056,2026-01-06,France,Supply Chain,Warehouse Manager,Female,Screen,0,2026-01-06,2026-01-10,,,
CAND006057,2025-12-15,Germany,Commercial,Commercial Analyst,Male,Applied,0,2025-12-15,,,,
CAND006058,2025-04-20,UK,Sales,Account Manager,Male,Interview,0,2025-04-20,2025-04-22,2025-04-30,,
CAND006059,2026-01-14,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2026-01-14,2026-01-17,,,
CAND006060,2025-04-15,Germany,Supply Chain,Logistics Coordinator,Male,Interview,0,2025-04-15,2025-04-18,2025-04-23,,
CAND006061,2025-08-04,UK,Sales,Sales Executive,Male,Applied,0,2025-08-04,,,,
CAND006062,2025-09-05,Ireland,People,HR Business Partner,Male,Hired,1,2025-09-05,2025-09-08,2025-09-14,2025-09-23,2025-09-29
CAND006063,2025-07-17,UK,Technology,Data Analyst,Male,Interview,0,2025-07-17,2025-07-21,2025-07-26,,
CAND006064,2025-08-28,UK,Operations,Site Engineer,Male,Applied,0,2025-08-28,,,,
CAND006065,2025-08-19,UK,Operations,Construction Supervisor,Male,Interview,0,2025-08-19,2025-08-23,2025-08-30,,
CAND006066,2025-06-11,UK,Operations,Construction Supervisor,Male,Applied,0,2025-06-11,,,,
CAND006067,2025-07-20,UK,People,HR Business Partner,Male,Applied,0,2025-07-20,,,,
CAND006068,2025-06-13,France,Technology,Data Engineer,Female,Hired,1,2025-06-13,2025-06-16,2025-06-24,2025-07-02,2025-07-04
CAND006069,2026-03-29,UK,People,HR Advisor,Male,Interview,0,2026-03-29,2026-03-31,2026-04-03,,
CAND006070,2025-11-30,UK,Operations,Site Engineer,Male,Applied,0,2025-11-30,,,,
CAND006071,2025-11-14,Germany,Finance,Financial Analyst,Male,Applied,0,2025-11-14,,,,
CAND006072,2026-01-22,UK,Technology,Data Engineer,Male,Screen,0,2026-01-22,2026-01-25,,,
CAND006073,2026-01-15,UK,People,HR Business Partner,Male,Interview,0,2026-01-15,2026-01-19,2026-01-23,,
CAND006074,2025-09-25,UK,Sales,Account Manager,Male,Offer,0,2025-09-25,2025-09-28,2025-10-03,2025-10-09,
CAND006075,2025-07-03,UK,Operations,Site Engineer,Male,Interview,0,2025-07-03,2025-07-05,2025-07-11,,
CAND006076,2025-08-28,Netherlands,Technology,Software Engineer,Male,Screen,0,2025-08-28,2025-09-01,,,
CAND006077,2025-07-16,Netherlands,People,HR Advisor,Male,Applied,0,2025-07-16,,,,
CAND006078,2025-06-17,UK,People,HR Advisor,Male,Applied,0,2025-06-17,,,,
CAND006079,2025-04-01,UK,Finance,Accountant,Male,Hired,1,2025-04-01,2025-04-02,2025-04-10,2025-04-23,2025-04-25
CAND006080,2025-10-21,UK,Technology,Software Engineer,Male,Interview,0,2025-10-21,2025-10-25,2025-10-31,,
CAND006081,2025-12-15,UK,People,HR Advisor,Male,Screen,0,2025-12-15,2025-12-19,,,
CAND006082,2025-06-16,UK,Supply Chain,Logistics Coordinator,Male,Screen,0,2025-06-16,2025-06-19,,,
CAND006083,2025-09-23,UK,Customer Support,Customer Success Manager,Male,Interview,0,2025-09-23,2025-09-24,2025-09-30,,
CAND006084,2025-07-07,UK,Technology,Software Engineer,Male,Hired,1,2025-07-07,2025-07-08,2025-07-15,2025-07-21,2025-07-30
CAND006085,2026-01-07,UK,People,HR Business Partner,Male,Offer,0,2026-01-07,2026-01-09,2026-01-12,2026-01-18,
CAND006086,2026-03-30,UK,Customer Support,Customer Success Manager,Male,Applied,0,2026-03-30,,,,
CAND006087,2025-06-03,UK,Commercial,Pricing Manager,Male,Hired,1,2025-06-03,2025-06-06,2025-06-12,2025-06-25,2025-06-29
CAND006088,2025-04-24,Germany,Customer Support,Customer Support Rep,Male,Applied,0,2025-04-24,,,,
CAND006089,2025-09-06,France,Technology,Data Engineer,Male,Screen,0,2025-09-06,2025-09-07,,,
CAND006090,2025-05-08,UK,Customer Support,Customer Support Rep,Male,Interview,0,2025-05-08,2025-05-12,2025-05-17,,
CAND006091,2025-08-11,UK,People,HR Advisor,Female,Interview,0,2025-08-11,2025-08-12,2025-08-16,,
CAND006092,2025-12-10,UK,Technology,Software Engineer,Female,Applied,0,2025-12-10,,,,
CAND006093,2026-01-15,Netherlands,Operations,Project Manager,Male,Screen,0,2026-01-15,2026-01-17,,,
CAND006094,2025-12-21,Ireland,People,HR Advisor,Male,Hired,1,2025-12-21,2025-12-22,2025-12-26,2026-01-02,2026-01-05
CAND006095,2025-04-14,UK,Operations,Project Manager,Male,Hired,1,2025-04-14,2025-04-16,2025-04-19,2025-04-26,2025-04-28
CAND006096,2026-02-07,Netherlands,Operations,Construction Supervisor,Male,Applied,0,2026-02-07,,,,
CAND006097,2026-03-12,UK,Technology,Data Engineer,Male,Interview,0,2026-03-12,2026-03-13,2026-03-19,,
CAND006098,2026-03-06,Germany,Operations,Project Manager,Male,Screen,0,2026-03-06,2026-03-10,,,
CAND006099,2026-01-23,France,Sales,Sales Executive,Female,Interview,0,2026-01-23,2026-01-24,2026-01-28,,
CAND006100,2025-04-29,UK,Technology,Software Engineer,Male,Interview,0,2025-04-29,2025-05-03,2025-05-09,,
CAND006101,2025-11-18,UK,Technology,Data Engineer,Male,Screen,0,2025-11-18,2025-11-21,,,
CAND006102,2025-06-25,Germany,Commercial,Commercial Analyst,Male,Screen,0,2025-06-25,2025-06-27,,,
CAND006103,2025-09-08,UK,Operations,Project Manager,Male,Screen,0,2025-09-08,2025-09-11,,,
CAND006104,2025-12-18,UK,Operations,Construction Supervisor,Male,Screen,0,2025-12-18,2025-12-20,,,
CAND006105,2025-09-06,UK,Operations,Site Engineer,Male,Interview,0,2025-09-06,2025-09-07,2025-09-14,,
CAND006106,2026-01-29,UK,Customer Support,Customer Success Manager,Male,Screen,0,2026-01-29,2026-01-31,,,
CAND006107,2025-04-16,UK,Operations,Construction Supervisor,Male,Interview,0,2025-04-16,2025-04-18,2025-04-21,,
CAND006108,2025-11-19,UK,Finance,Financial Analyst,Male,Interview,0,2025-11-19,2025-11-22,2025-11-30,,
CAND006109,2025-04-28,Germany,Finance,Accountant,Male,Interview,0,2025-04-28,2025-05-02,2025-05-05,,
CAND006110,2026-01-16,Netherlands,People,HR Advisor,Male,Screen,0,2026-01-16,2026-01-20,,,
CAND006111,2025-07-10,UK,Customer Support,Customer Success Manager,Male,Applied,0,2025-07-10,,,,
CAND006112,2026-03-21,UK,Finance,Accountant,Male,Screen,0,2026-03-21,2026-03-24,,,
CAND006113,2025-06-27,Germany,Sales,Sales Executive,Male,Hired,1,2025-06-27,2025-07-01,2025-07-05,2025-07-17,2025-07-25
CAND006114,2025-04-14,UK,Operations,Construction Supervisor,Male,Applied,0,2025-04-14,,,,
CAND006115,2026-01-14,Germany,Commercial,Commercial Analyst,Female,Interview,0,2026-01-14,2026-01-18,2026-01-24,,
CAND006116,2025-12-14,UK,Customer Support,Customer Support Rep,Male,Applied,0,2025-12-14,,,,
CAND006117,2026-02-01,UK,Customer Support,Customer Success Manager,Male,Applied,0,2026-02-01,,,,
CAND006118,2026-03-04,UK,Commercial,Commercial Analyst,Male,Screen,0,2026-03-04,2026-03-07,,,
CAND006119,2026-01-05,Germany,Customer Support,Customer Support Rep,Male,Applied,0,2026-01-05,,,,
CAND006120,2025-11-06,Ireland,Finance,Financial Analyst,Male,Applied,0,2025-11-06,,,,
CAND006121,2025-10-25,Germany,Sales,Sales Executive,Male,Screen,0,2025-10-25,2025-10-26,,,
CAND006122,2025-05-19,UK,Sales,Sales Executive,Male,Hired,1,2025-05-19,2025-05-23,2025-05-28,2025-06-09,2025-06-17
CAND006123,2025-06-05,UK,Finance,Accountant,Male,Applied,0,2025-06-05,,,,
CAND006124,2025-05-23,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2025-05-23,2025-05-27,,,
CAND006125,2025-11-08,Ireland,Operations,Construction Supervisor,Male,Screen,0,2025-11-08,2025-11-10,,,
CAND006126,2025-08-05,Germany,Operations,Project Manager,Male,Interview,0,2025-08-05,2025-08-09,2025-08-16,,
CAND006127,2026-03-01,UK,Operations,Project Manager,Male,Interview,0,2026-03-01,2026-03-03,2026-03-07,,
CAND006128,2025-07-31,UK,Operations,Construction Supervisor,Male,Hired,1,2025-07-31,2025-08-03,2025-08-09,2025-08-15,2025-08-21
CAND006129,2025-04-07,UK,Commercial,Commercial Analyst,Male,Screen,0,2025-04-07,2025-04-11,,,
CAND006130,2025-09-18,Netherlands,Supply Chain,Logistics Coordinator,Male,Applied,0,2025-09-18,,,,
CAND006131,2025-11-22,France,Technology,Data Analyst,Male,Applied,0,2025-11-22,,,,
CAND006132,2025-05-17,UK,Sales,Sales Executive,Male,Screen,0,2025-05-17,2025-05-20,,,
CAND006133,2026-01-10,UK,Customer Support,Customer Success Manager,Male,Interview,0,2026-01-10,2026-01-13,2026-01-17,,
CAND006134,2026-01-24,Germany,Technology,Software Engineer,Male,Applied,0,2026-01-24,,,,
CAND006135,2026-02-21,Germany,Technology,Software Engineer,Male,Applied,0,2026-02-21,,,,
CAND006136,2025-10-02,France,Technology,Data Engineer,Male,Applied,0,2025-10-02,,,,
CAND006137,2025-06-03,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2025-06-03,2025-06-07,,,
CAND006138,2026-03-22,UK,Customer Support,Customer Support Rep,Male,Interview,0,2026-03-22,2026-03-26,2026-04-02,,
CAND006139,2025-08-14,UK,Finance,Accountant,Male,Offer,0,2025-08-14,2025-08-17,2025-08-23,2025-08-29,
CAND006140,2025-11-30,UK,Commercial,Pricing Manager,Male,Screen,0,2025-11-30,2025-12-03,,,
CAND006141,2025-11-30,Germany,Supply Chain,Procurement Specialist,Male,Interview,0,2025-11-30,2025-12-04,2025-12-08,,
CAND006142,2025-10-17,Germany,Finance,Accountant,Male,Interview,0,2025-10-17,2025-10-18,2025-10-24,,
CAND006143,2025-08-05,UK,Technology,Data Engineer,Male,Applied,0,2025-08-05,,,,
CAND006144,2025-07-29,UK,Sales,Account Manager,Male,Interview,0,2025-07-29,2025-08-01,2025-08-05,,
CAND006145,2025-11-22,Ireland,Finance,Financial Analyst,Male,Applied,0,2025-11-22,,,,
CAND006146,2025-12-17,UK,Finance,Financial Analyst,Female,Screen,0,2025-12-17,2025-12-20,,,
CAND006147,2026-01-18,UK,Operations,Construction Supervisor,Male,Screen,0,2026-01-18,2026-01-22,,,
CAND006148,2025-12-19,Ireland,People,HR Business Partner,Male,Applied,0,2025-12-19,,,,
CAND006149,2026-01-24,UK,Customer Support,Customer Support Rep,Male,Screen,0,2026-01-24,2026-01-28,,,
CAND006150,2025-10-03,UK,People,HR Advisor,Male,Screen,0,2025-10-03,2025-10-04,,,
CAND006151,2026-01-24,UK,Sales,Sales Executive,Male,Applied,0,2026-01-24,,,,
CAND006152,2025-06-16,France,Customer Support,Customer Support Rep,Male,Interview,0,2025-06-16,2025-06-18,2025-06-22,,
CAND006153,2025-05-19,France,Sales,Sales Executive,Female,Hired,1,2025-05-19,2025-05-22,2025-05-28,2025-06-05,2025-06-07
CAND006154,2026-02-13,UK,Supply Chain,Warehouse Manager,Male,Interview,0,2026-02-13,2026-02-16,2026-02-21,,
CAND006155,2025-04-27,Germany,Commercial,Commercial Analyst,Male,Applied,0,2025-04-27,,,,
CAND006156,2025-05-07,UK,Finance,Financial Analyst,Male,Screen,0,2025-05-07,2025-05-08,,,
CAND006157,2025-11-29,Germany,People,HR Business Partner,Male,Applied,0,2025-11-29,,,,
CAND006158,2025-06-03,UK,Finance,Accountant,Male,Interview,0,2025-06-03,2025-06-05,2025-06-13,,
CAND006159,2025-11-05,France,Technology,Software Engineer,Male,Screen,0,2025-11-05,2025-11-08,,,
CAND006160,2025-11-06,Ireland,Customer Support,Customer Support Rep,Male,Screen,0,2025-11-06,2025-11-09,,,
CAND006161,2026-02-15,Netherlands,Commercial,Commercial Analyst,Male,Screen,0,2026-02-15,2026-02-17,,,
CAND006162,2025-05-01,Germany,Operations,Site Engineer,Male,Applied,0,2025-05-01,,,,
CAND006163,2025-04-19,Germany,Sales,Sales Executive,Male,Hired,1,2025-04-19,2025-04-23,2025-04-28,2025-05-12,2025-05-20
CAND006164,2025-04-01,Netherlands,People,HR Advisor,Male,Interview,0,2025-04-01,2025-04-05,2025-04-12,,
CAND006165,2025-06-20,UK,Sales,Sales Executive,Male,Applied,0,2025-06-20,,,,
CAND006166,2025-04-12,UK,Commercial,Pricing Manager,Male,Screen,0,2025-04-12,2025-04-15,,,
CAND006167,2025-12-26,UK,Supply Chain,Warehouse Manager,Male,Applied,0,2025-12-26,,,,
CAND006168,2025-04-05,UK,Customer Support,Customer Success Manager,Male,Applied,0,2025-04-05,,,,
CAND006169,2025-12-14,UK,Supply Chain,Warehouse Manager,Male,Applied,0,2025-12-14,,,,
CAND006170,2025-04-18,France,Customer Support,Customer Support Rep,Male,Interview,0,2025-04-18,2025-04-19,2025-04-24,,
CAND006171,2025-05-28,UK,Customer Support,Customer Support Rep,Male,Applied,0,2025-05-28,,,,
CAND006172,2025-06-04,France,Technology,Data Engineer,Male,Interview,0,2025-06-04,2025-06-05,2025-06-12,,
CAND006173,2025-09-13,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2025-09-13,2025-09-15,,,
CAND006174,2026-01-31,UK,Sales,Sales Executive,Male,Hired,1,2026-01-31,2026-02-03,2026-02-06,2026-02-19,2026-02-26
CAND006175,2025-08-07,France,Supply Chain,Warehouse Manager,Male,Applied,0,2025-08-07,,,,
CAND006176,2026-02-01,UK,Commercial,Commercial Analyst,Male,Hired,1,2026-02-01,2026-02-02,2026-02-07,2026-02-16,2026-02-25
CAND006177,2025-07-07,France,Supply Chain,Logistics Coordinator,Male,Hired,1,2025-07-07,2025-07-11,2025-07-14,2025-07-23,2025-07-31
CAND006178,2025-12-31,UK,Technology,Software Engineer,Female,Interview,0,2025-12-31,2026-01-04,2026-01-08,,
CAND006179,2026-03-06,France,Customer Support,Customer Success Manager,Male,Applied,0,2026-03-06,,,,
CAND006180,2026-03-02,Germany,People,HR Advisor,Male,Hired,1,2026-03-02,2026-03-05,2026-03-09,2026-03-16,2026-03-20
CAND006181,2025-09-26,UK,Finance,Financial Analyst,Male,Interview,0,2025-09-26,2025-09-29,2025-10-05,,
CAND006182,2025-06-13,UK,Supply Chain,Warehouse Manager,Female,Interview,0,2025-06-13,2025-06-17,2025-06-20,,
CAND006183,2025-04-21,Germany,Customer Support,Customer Support Rep,Male,Interview,0,2025-04-21,2025-04-22,2025-04-29,,
CAND006184,2025-10-29,UK,Commercial,Commercial Analyst,Female,Screen,0,2025-10-29,2025-10-30,,,
CAND006185,2025-10-15,UK,Commercial,Commercial Analyst,Female,Applied,0,2025-10-15,,,,
CAND006186,2025-12-18,UK,Sales,Sales Executive,Male,Interview,0,2025-12-18,2025-12-19,2025-12-23,,
CAND006187,2026-02-06,UK,Commercial,Commercial Analyst,Male,Screen,0,2026-02-06,2026-02-08,,,
CAND006188,2026-01-04,UK,Sales,Account Manager,Male,Offer,0,2026-01-04,2026-01-08,2026-01-11,2026-01-25,
CAND006189,2025-08-09,UK,Operations,Construction Supervisor,Male,Screen,0,2025-08-09,2025-08-10,,,
CAND006190,2026-03-11,UK,Supply Chain,Procurement Specialist,Male,Screen,0,2026-03-11,2026-03-15,,,
CAND006191,2025-10-17,Germany,Sales,Account Manager,Male,Hired,1,2025-10-17,2025-10-18,2025-10-25,2025-11-04,2025-11-09
CAND006192,2025-08-08,UK,People,HR Business Partner,Male,Screen,0,2025-08-08,2025-08-12,,,
CAND006193,2025-07-14,UK,Commercial,Commercial Analyst,Male,Applied,0,2025-07-14,,,,
CAND006194,2025-10-25,UK,People,HR Advisor,Male,Applied,0,2025-10-25,,,,
CAND006195,2025-10-08,Germany,Customer Support,Customer Support Rep,Male,Applied,0,2025-10-08,,,,
CAND006196,2025-04-02,UK,Technology,Data Analyst,Male,Applied,0,2025-04-02,,,,
CAND006197,2026-03-24,Netherlands,Sales,Sales Executive,Male,Offer,0,2026-03-24,2026-03-26,2026-03-29,2026-04-10,
CAND006198,2025-07-02,Germany,Commercial,Pricing Manager,Female,Applied,0,2025-07-02,,,,
CAND006199,2025-05-03,UK,Operations,Project Manager,Male,Interview,0,2025-05-03,2025-05-06,2025-05-09,,
CAND006200,2026-03-21,UK,Sales,Sales Executive,Male,Applied,0,2026-03-21,,,,
CAND006201,2025-10-16,Germany,Customer Support,Customer Success Manager,Male,Screen,0,2025-10-16,2025-10-18,,,
CAND006202,2025-12-26,France,Customer Support,Customer Success Manager,Female,Screen,0,2025-12-26,2025-12-28,,,
CAND006203,2025-08-05,UK,Commercial,Commercial Analyst,Male,Hired,1,2025-08-05,2025-08-08,2025-08-14,2025-08-19,2025-08-24
CAND006204,2025-10-29,UK,People,HR Business Partner,Male,Applied,0,2025-10-29,,,,
CAND006205,2025-08-03,UK,Operations,Construction Supervisor,Male,Screen,0,2025-08-03,2025-08-07,,,
CAND006206,2025-07-28,UK,Commercial,Pricing Manager,Male,Screen,0,2025-07-28,2025-07-29,,,
CAND006207,2025-05-24,France,Finance,Accountant,Male,Hired,1,2025-05-24,2025-05-25,2025-06-01,2025-06-09,2025-06-15
CAND006208,2025-10-03,France,Operations,Project Manager,Male,Applied,0,2025-10-03,,,,
CAND006209,2026-02-20,France,Operations,Site Engineer,Male,Interview,0,2026-02-20,2026-02-23,2026-03-02,,
CAND006210,2025-08-06,Germany,Operations,Construction Supervisor,Male,Applied,0,2025-08-06,,,,
CAND006211,2025-07-27,Germany,Commercial,Pricing Manager,Male,Applied,0,2025-07-27,,,,
CAND006212,2026-03-18,UK,Supply Chain,Warehouse Manager,Male,Applied,0,2026-03-18,,,,
CAND006213,2025-04-04,UK,Sales,Sales Executive,Male,Interview,0,2025-04-04,2025-04-06,2025-04-10,,
CAND006214,2025-12-25,UK,People,HR Business Partner,Male,Screen,0,2025-12-25,2025-12-27,,,
CAND006215,2026-01-26,Netherlands,Supply Chain,Logistics Coordinator,Male,Screen,0,2026-01-26,2026-01-28,,,
CAND006216,2025-10-17,Netherlands,People,HR Advisor,Male,Offer,0,2025-10-17,2025-10-21,2025-10-29,2025-11-11,
CAND006217,2025-10-06,Germany,Commercial,Commercial Analyst,Male,Hired,1,2025-10-06,2025-10-10,2025-10-18,2025-10-23,2025-10-26
CAND006218,2026-01-15,UK,Supply Chain,Procurement Specialist,Male,Applied,0,2026-01-15,,,,
CAND006219,2026-01-04,Netherlands,Supply Chain,Logistics Coordinator,Male,Offer,0,2026-01-04,2026-01-08,2026-01-15,2026-01-29,
CAND006220,2025-07-07,France,Supply Chain,Warehouse Manager,Male,Offer,0,2025-07-07,2025-07-09,2025-07-16,2025-07-29,
CAND006221,2025-11-10,UK,Customer Support,Customer Success Manager,Male,Screen,0,2025-11-10,2025-11-11,,,
CAND006222,2025-11-07,Germany,People,HR Advisor,Male,Screen,0,2025-11-07,2025-11-11,,,
CAND006223,2025-06-08,Ireland,Operations,Construction Supervisor,Male,Screen,0,2025-06-08,2025-06-10,,,
CAND006224,2026-03-13,UK,Finance,Accountant,Female,Interview,0,2026-03-13,2026-03-17,2026-03-22,,
CAND006225,2025-10-09,UK,Supply Chain,Logistics Coordinator,Male,Interview,0,2025-10-09,2025-10-11,2025-10-14,,
CAND006226,2025-12-10,UK,Operations,Project Manager,Male,Screen,0,2025-12-10,2025-12-13,,,
CAND006227,2025-06-18,Germany,Customer Support,Customer Support Rep,Male,Hired,1,2025-06-18,2025-06-22,2025-06-27,2025-07-05,2025-07-08
CAND006228,2026-01-27,France,Technology,Data Engineer,Male,Applied,0,2026-01-27,,,,
CAND006229,2026-02-08,UK,Supply Chain,Logistics Coordinator,Male,Hired,1,2026-02-08,2026-02-09,2026-02-14,2026-02-19,2026-02-28
CAND006230,2025-05-31,France,Sales,Account Manager,Male,Applied,0,2025-05-31,,,,
CAND006231,2026-02-04,UK,Sales,Sales Executive,Male,Screen,0,2026-02-04,2026-02-08,,,
CAND006232,2026-01-21,UK,Finance,Accountant,Male,Screen,0,2026-01-21,2026-01-25,,,
CAND006233,2025-11-29,Germany,Operations,Construction Supervisor,Male,Applied,0,2025-11-29,,,,
CAND006234,2025-08-06,UK,Customer Support,Customer Success Manager,Male,Interview,0,2025-08-06,2025-08-07,2025-08-13,,
CAND006235,2025-09-28,UK,Supply Chain,Logistics Coordinator,Male,Interview,0,2025-09-28,2025-09-29,2025-10-04,,
CAND006236,2025-08-13,Ireland,Operations,Project Manager,Female,Hired,1,2025-08-13,2025-08-15,2025-08-20,2025-09-03,2025-09-08
CAND006237,2025-05-24,UK,Operations,Construction Supervisor,Male,Applied,0,2025-05-24,,,,
CAND006238,2025-04-03,UK,Commercial,Commercial Analyst,Male,Applied,0,2025-04-03,,,,
CAND006239,2025-09-13,UK,Supply Chain,Procurement Specialist,Female,Screen,0,2025-09-13,2025-09-14,,,
CAND006240,2025-08-29,UK,Sales,Sales Executive,Male,Interview,0,2025-08-29,2025-09-01,2025-09-05,,
CAND006241,2025-09-13,Ireland,Commercial,Pricing Manager,Male,Screen,0,2025-09-13,2025-09-16,,,
CAND006242,2025-06-06,UK,Customer Support,Customer Success Manager,Female,Applied,0,2025-06-06,,,,
CAND006243,2026-01-05,Netherlands,Sales,Sales Executive,Female,Offer,0,2026-01-05,2026-01-09,2026-01-15,2026-01-20,
CAND006244,2026-02-10,UK,Operations,Site Engineer,Male,Applied,0,2026-02-10,,,,
CAND006245,2026-01-09,France,Commercial,Commercial Analyst,Male,Interview,0,2026-01-09,2026-01-10,2026-01-15,,
CAND006246,2025-10-24,UK,Finance,Financial Analyst,Male,Screen,0,2025-10-24,2025-10-25,,,
CAND006247,2025-11-10,France,Technology,Data Analyst,Male,Screen,0,2025-11-10,2025-11-11,,,
CAND006248,2025-06-03,UK,Finance,Financial Analyst,Male,Applied,0,2025-06-03,,,,
CAND006249,2025-09-14,UK,Commercial,Commercial Analyst,Male,Applied,0,2025-09-14,,,,
CAND006250,2026-03-12,UK,Sales,Account Manager,Male,Screen,0,2026-03-12,2026-03-14,,,
CAND006251,2025-06-05,France,Customer Support,Customer Support Rep,Male,Interview,0,2025-06-05,2025-06-06,2025-06-13,,
CAND006252,2025-12-14,UK,Sales,Sales Executive,Male,Hired,1,2025-12-14,2025-12-18,2025-12-24,2026-01-04,2026-01-08
CAND006253,2025-08-16,Netherlands,Operations,Project Manager,Female,Applied,0,2025-08-16,,,,
CAND006254,2026-01-20,UK,Technology,Software Engineer,Male,Applied,0,2026-01-20,,,,
CAND006255,2025-04-07,UK,Sales,Account Manager,Male,Screen,0,2025-04-07,2025-04-10,,,
CAND006256,2025-05-02,France,Technology,Data Analyst,Male,Screen,0,2025-05-02,2025-05-04,,,
CAND006257,2025-08-12,Germany,Technology,Data Analyst,Male,Applied,0,2025-08-12,,,,
CAND006258,2025-11-04,Germany,Sales,Sales Executive,Male,Interview,0,2025-11-04,2025-11-08,2025-11-16,,
CAND006259,2025-05-01,UK,Customer Support,Customer Success Manager,Male,Screen,0,2025-05-01,2025-05-02,,,
CAND006260,2025-05-18,UK,Sales,Account Manager,Male,Applied,0,2025-05-18,,,,
CAND006261,2026-03-15,UK,Customer Support,Customer Support Rep,Male,Interview,0,2026-03-15,2026-03-18,2026-03-26,,
CAND006262,2025-11-03,UK,Supply Chain,Procurement Specialist,Male,Applied,0,2025-11-03,,,,
CAND006263,2025-04-24,Germany,Finance,Financial Analyst,Male,Applied,0,2025-04-24,,,,
CAND006264,2025-05-26,UK,Supply Chain,Warehouse Manager,Male,Applied,0,2025-05-26,,,,
CAND006265,2025-07-03,Germany,People,HR Business Partner,Male,Interview,0,2025-07-03,2025-07-04,2025-07-11,,
CAND006266,2025-04-03,UK,Technology,Software Engineer,Female,Screen,0,2025-04-03,2025-04-07,,,
CAND006267,2025-11-26,Germany,Commercial,Commercial Analyst,Male,Interview,0,2025-11-26,2025-11-27,2025-11-30,,
CAND006268,2025-11-14,UK,Technology,Data Engineer,Male,Hired,1,2025-11-14,2025-11-18,2025-11-22,2025-11-28,2025-12-05
CAND006269,2025-10-26,Netherlands,Operations,Site Engineer,Male,Interview,0,2025-10-26,2025-10-30,2025-11-05,,
CAND006270,2025-07-01,Germany,Customer Support,Customer Support Rep,Male,Screen,0,2025-07-01,2025-07-03,,,
CAND006271,2025-10-09,UK,Sales,Sales Executive,Male,Applied,0,2025-10-09,,,,
CAND006272,2026-03-06,Germany,Customer Support,Customer Success Manager,Male,Screen,0,2026-03-06,2026-03-07,,,
CAND006273,2025-09-21,Germany,Finance,Financial Analyst,Male,Screen,0,2025-09-21,2025-09-24,,,
CAND006274,2026-02-13,Germany,Technology,Data Analyst,Male,Applied,0,2026-02-13,,,,
CAND006275,2025-04-21,Germany,Finance,Accountant,Male,Hired,1,2025-04-21,2025-04-22,2025-04-27,2025-05-03,2025-05-12
CAND006276,2025-04-28,UK,Commercial,Commercial Analyst,Male,Screen,0,2025-04-28,2025-05-01,,,
CAND006277,2025-12-25,UK,People,HR Business Partner,Male,Hired,1,2025-12-25,2025-12-28,2026-01-03,2026-01-15,2026-01-24
CAND006278,2025-11-07,UK,People,HR Business Partner,Male,Screen,0,2025-11-07,2025-11-09,,,
CAND006279,2025-11-19,UK,Sales,Sales Executive,Male,Interview,0,2025-11-19,2025-11-23,2025-11-28,,
CAND006280,2026-02-02,France,Commercial,Pricing Manager,Male,Interview,0,2026-02-02,2026-02-06,2026-02-12,,
CAND006281,2025-08-06,UK,Sales,Account Manager,Male,Interview,0,2025-08-06,2025-08-08,2025-08-12,,
CAND006282,2025-10-05,Germany,Operations,Site Engineer,Male,Screen,0,2025-10-05,2025-10-09,,,
CAND006283,2026-01-12,UK,People,HR Business Partner,Male,Interview,0,2026-01-12,2026-01-16,2026-01-22,,
CAND006284,2025-11-29,Germany,Customer Support,Customer Support Rep,Male,Interview,0,2025-11-29,2025-11-30,2025-12-08,,
CAND006285,2025-12-08,Ireland,Operations,Construction Supervisor,Male,Screen,0,2025-12-08,2025-12-10,,,
CAND006286,2025-09-04,UK,Commercial,Pricing Manager,Male,Screen,0,2025-09-04,2025-09-06,,,
CAND006287,2026-02-23,UK,Operations,Construction Supervisor,Male,Interview,0,2026-02-23,2026-02-24,2026-03-04,,
