survey_id,employee_id,survey_date,country,department,engagement_score,wellbeing_score,manager_support_score,career_growth_score,inclusion_score,intent_to_leave_flag
SRV0006194,EMP02065,2025-09-30,Germany,Supply Chain,27.0,20.3,38.9,41.5,56.2,1
SRV0006195,EMP02065,2026-03-31,Germany,Supply Chain,28.8,27.0,49.1,35.0,53.1,0
SRV0006196,EMP02066,2025-03-31,France,Operations,64.2,50.0,55.3,50.8,62.6,0
SRV0006197,EMP02066,2025-09-30,France,Operations,57.3,54.9,48.7,49.9,64.0,1
SRV0006198,EMP02066,2026-03-31,France,Operations,63.9,48.6,56.4,47.6,59.6,0
SRV0006199,EMP02067,2025-03-31,Germany,Sales,61.6,50.7,52.9,62.0,60.8,0
SRV0006200,EMP02067,2025-09-30,Germany,Sales,57.3,45.3,56.6,62.9,61.2,0
SRV0006201,EMP02067,2026-03-31,Germany,Sales,65.4,55.4,61.1,59.4,53.2,0
SRV0006202,EMP02068,2025-03-31,UK,People,72.4,62.2,80.2,64.0,75.2,0
SRV0006203,EMP02068,2025-09-30,UK,People,74.2,59.9,86.2,60.2,80.4,1
SRV0006204,EMP02068,2026-03-31,UK,People,67.9,72.6,87.2,66.8,78.3,0
SRV0006205,EMP02069,2025-03-31,France,Supply Chain,69.0,61.9,51.8,58.7,54.4,1
SRV0006206,EMP02069,2025-09-30,France,Supply Chain,66.9,48.7,58.8,60.1,56.1,0
SRV0006207,EMP02069,2026-03-31,France,Supply Chain,64.2,56.7,55.0,60.9,61.8,0
SRV0006208,EMP02070,2025-03-31,Germany,Customer Support,57.2,46.0,50.5,54.2,52.3,1
SRV0006209,EMP02070,2025-09-30,Germany,Customer Support,55.4,55.1,52.6,52.5,58.0,1
SRV0006210,EMP02070,2026-03-31,Germany,Customer Support,51.1,52.1,50.7,44.0,54.6,0
SRV0006211,EMP02071,2025-03-31,Netherlands,Operations,71.5,60.0,57.3,54.2,69.2,0
SRV0006212,EMP02071,2025-09-30,Netherlands,Operations,66.5,55.6,67.0,56.2,66.0,0
SRV0006213,EMP02071,2026-03-31,Netherlands,Operations,75.0,49.2,54.8,62.3,62.1,0
SRV0006214,EMP02072,2025-03-31,Ireland,Operations,58.7,50.0,53.2,49.7,52.6,0
SRV0006215,EMP02072,2025-09-30,Ireland,Operations,62.5,45.4,51.0,60.3,52.6,0
SRV0006216,EMP02072,2026-03-31,Ireland,Operations,55.7,36.9,53.4,54.4,58.7,1
SRV0006217,EMP02073,2025-03-31,Germany,Operations,35.6,38.0,56.5,29.9,56.4,0
SRV0006218,EMP02073,2025-09-30,Germany,Operations,29.6,34.6,51.4,39.0,55.2,1
SRV0006219,EMP02073,2026-03-31,Germany,Operations,29.0,34.3,48.3,45.3,57.6,0
SRV0006220,EMP02074,2025-03-31,UK,Finance,89.7,74.7,67.9,72.8,69.1,0
SRV0006221,EMP02074,2025-09-30,UK,Finance,77.3,77.3,74.5,72.8,63.1,0
SRV0006222,EMP02074,2026-03-31,UK,Finance,90.0,75.6,65.9,76.9,69.0,0
SRV0006223,EMP02075,2025-03-31,UK,Supply Chain,61.4,59.6,62.6,53.0,69.4,0
SRV0006224,EMP02075,2025-09-30,UK,Supply Chain,65.0,61.9,57.4,56.2,61.7,0
SRV0006225,EMP02075,2026-03-31,UK,Supply Chain,65.3,58.0,56.5,56.4,59.9,1
SRV0006226,EMP02076,2025-03-31,UK,Commercial,74.4,67.9,67.6,79.7,75.0,0
SRV0006227,EMP02076,2025-09-30,UK,Commercial,83.8,72.4,68.7,66.0,68.3,0
SRV0006228,EMP02076,2026-03-31,UK,Commercial,72.1,79.0,67.4,71.1,71.8,0
SRV0006229,EMP02077,2025-03-31,Germany,Operations,56.6,43.2,47.3,47.3,61.8,1
SRV0006230,EMP02077,2025-09-30,Germany,Operations,52.7,39.8,43.4,45.6,57.2,1
SRV0006231,EMP02077,2026-03-31,Germany,Operations,48.9,35.9,51.4,49.7,50.4,0
SRV0006232,EMP02078,2025-03-31,Germany,People,78.4,76.1,68.5,64.8,64.8,1
SRV0006233,EMP02078,2025-09-30,Germany,People,74.3,72.8,70.3,69.4,66.9,0
SRV0006234,EMP02078,2026-03-31,Germany,People,87.7,63.1,70.2,76.4,70.8,0
SRV0006235,EMP02079,2025-03-31,Germany,Operations,38.1,32.9,48.1,51.6,49.0,0
SRV0006236,EMP02079,2025-09-30,Germany,Operations,36.5,32.1,46.0,37.4,55.7,0
SRV0006237,EMP02079,2026-03-31,Germany,Operations,40.8,30.4,43.9,41.4,61.0,0
SRV0006238,EMP02080,2025-03-31,UK,Operations,46.5,45.0,59.9,52.1,66.0,1
SRV0006239,EMP02080,2025-09-30,UK,Operations,50.1,44.9,61.2,54.6,65.6,0
SRV0006240,EMP02080,2026-03-31,UK,Operations,43.3,46.2,60.8,46.7,67.3,0
SRV0006241,EMP02081,2025-03-31,Germany,Customer Support,41.1,36.2,45.7,43.4,58.0,0
SRV0006242,EMP02081,2025-09-30,Germany,Customer Support,40.9,26.8,48.6,41.9,51.7,0
SRV0006243,EMP02081,2026-03-31,Germany,Customer Support,25.7,32.3,46.1,34.1,49.1,0
SRV0006244,EMP02082,2025-03-31,UK,Customer Support,71.1,68.6,65.2,67.7,62.2,0
SRV0006245,EMP02082,2025-09-30,UK,Customer Support,78.0,72.6,63.1,61.2,67.3,0
SRV0006246,EMP02082,2026-03-31,UK,Customer Support,73.8,60.0,69.7,58.1,68.5,0
SRV0006247,EMP02083,2025-03-31,UK,Customer Support,50.1,40.2,60.5,52.3,59.6,0
SRV0006248,EMP02083,2025-09-30,UK,Customer Support,52.2,55.4,58.7,56.3,64.1,0
SRV0006249,EMP02083,2026-03-31,UK,Customer Support,49.1,45.3,53.4,55.1,63.6,1
SRV0006250,EMP02084,2025-03-31,France,Operations,32.7,39.1,49.5,46.3,56.5,0
SRV0006251,EMP02084,2025-09-30,France,Operations,34.7,36.7,49.3,49.3,64.8,1
SRV0006252,EMP02084,2026-03-31,France,Operations,34.3,36.2,54.2,35.5,58.4,1
SRV0006253,EMP02085,2025-03-31,France,Finance,64.4,61.3,73.6,57.4,72.2,0
SRV0006254,EMP02085,2025-09-30,France,Finance,77.6,62.8,73.7,61.5,74.0,0
SRV0006255,EMP02085,2026-03-31,France,Finance,76.1,69.3,79.2,62.5,67.7,0
SRV0006256,EMP02086,2025-03-31,France,Operations,55.3,49.9,58.4,44.2,64.8,1
SRV0006257,EMP02086,2025-09-30,France,Operations,43.0,45.3,58.8,41.2,62.9,1
SRV0006258,EMP02086,2026-03-31,France,Operations,40.5,45.1,48.9,46.4,63.1,0
SRV0006259,EMP02087,2025-03-31,France,Sales,58.4,48.5,58.6,60.0,56.7,1
SRV0006260,EMP02087,2025-09-30,France,Sales,55.3,56.1,58.9,60.1,50.2,1
SRV0006261,EMP02087,2026-03-31,France,Sales,51.8,47.5,53.8,51.8,62.3,1
SRV0006262,EMP02088,2025-03-31,UK,Customer Support,59.0,62.7,58.1,62.3,63.5,0
SRV0006263,EMP02088,2025-09-30,UK,Customer Support,55.6,65.7,62.3,56.8,59.3,0
SRV0006264,EMP02088,2026-03-31,UK,Customer Support,56.9,56.3,65.1,57.9,61.7,0
SRV0006265,EMP02089,2025-03-31,France,Customer Support,29.8,32.3,50.7,42.0,51.0,0
SRV0006266,EMP02089,2025-09-30,France,Customer Support,43.6,33.3,60.0,36.5,59.9,0
SRV0006267,EMP02089,2026-03-31,France,Customer Support,37.8,33.8,53.5,43.9,55.0,1
SRV0006268,EMP02090,2025-03-31,France,Supply Chain,41.0,47.7,62.7,55.9,59.9,1
SRV0006269,EMP02090,2025-09-30,France,Supply Chain,50.7,49.2,62.7,46.7,60.1,0
SRV0006270,EMP02090,2026-03-31,France,Supply Chain,50.0,43.0,51.6,50.2,65.1,1
SRV0006271,EMP02091,2025-03-31,Ireland,Operations,47.4,45.2,49.5,51.0,54.8,1
SRV0006272,EMP02091,2025-09-30,Ireland,Operations,41.9,34.6,49.9,43.4,60.0,0
SRV0006273,EMP02091,2026-03-31,Ireland,Operations,40.5,41.9,55.2,48.7,55.0,1
SRV0006274,EMP02092,2025-03-31,UK,Customer Support,65.9,60.6,70.0,54.6,70.4,0
SRV0006275,EMP02092,2025-09-30,UK,Customer Support,62.1,57.3,61.7,53.1,62.0,0
SRV0006276,EMP02092,2026-03-31,UK,Customer Support,62.9,51.6,67.1,53.4,65.5,0
SRV0006277,EMP02093,2025-03-31,Germany,Operations,23.9,27.7,47.8,30.7,45.1,1
SRV0006278,EMP02093,2025-09-30,Germany,Operations,35.1,29.6,40.5,31.1,48.6,0
SRV0006279,EMP02093,2026-03-31,Germany,Operations,31.8,23.2,38.4,34.4,43.4,1
SRV0006280,EMP02094,2025-03-31,Germany,Sales,58.5,54.3,57.1,59.7,60.7,1
SRV0006281,EMP02094,2025-09-30,Germany,Sales,57.7,58.4,58.0,66.8,54.8,1
SRV0006282,EMP02094,2026-03-31,Germany,Sales,55.4,46.2,53.2,64.5,55.8,0
SRV0006283,EMP02095,2025-03-31,Germany,Supply Chain,43.6,45.9,54.7,48.7,61.6,0
SRV0006284,EMP02095,2025-09-30,Germany,Supply Chain,37.7,39.9,56.2,44.9,60.6,1
SRV0006285,EMP02095,2026-03-31,Germany,Supply Chain,36.6,37.8,53.7,49.9,63.6,1
SRV0006286,EMP02096,2025-03-31,Germany,Customer Support,51.4,42.3,62.6,54.5,54.5,0
SRV0006287,EMP02096,2025-09-30,Germany,Customer Support,53.9,47.9,54.9,41.3,52.9,1
SRV0006288,EMP02096,2026-03-31,Germany,Customer Support,48.5,50.9,52.5,53.7,56.0,0
SRV0006289,EMP02097,2025-03-31,UK,Customer Support,64.9,53.2,61.8,51.8,71.2,0
SRV0006290,EMP02097,2025-09-30,UK,Customer Support,66.6,53.6,63.6,59.2,67.6,1
SRV0006291,EMP02097,2026-03-31,UK,Customer Support,60.3,57.7,63.2,56.8,64.1,0
SRV0006292,EMP02098,2025-03-31,Ireland,Operations,38.7,46.6,55.0,47.6,56.8,1
SRV0006293,EMP02098,2025-09-30,Ireland,Operations,41.5,37.1,58.8,47.8,62.3,0
SRV0006294,EMP02098,2026-03-31,Ireland,Operations,36.8,29.6,59.8,48.8,60.9,0
SRV0006295,EMP02099,2025-03-31,UK,Finance,91.6,75.5,73.0,75.2,71.2,0
SRV0006296,EMP02099,2025-09-30,UK,Finance,93.0,88.9,78.1,82.0,67.8,0
SRV0006297,EMP02099,2026-03-31,UK,Finance,94.0,78.3,79.0,72.5,77.1,0
SRV0006298,EMP02100,2025-03-31,UK,Sales,82.4,68.5,61.3,66.4,64.8,1
SRV0006299,EMP02100,2025-09-30,UK,Sales,73.2,71.1,68.8,68.5,62.4,0
SRV0006300,EMP02100,2026-03-31,UK,Sales,70.3,65.0,67.6,64.4,60.1,0
SRV0006301,EMP02101,2025-03-31,Germany,Customer Support,56.8,50.2,50.8,44.5,58.2,1
SRV0006302,EMP02101,2025-09-30,Germany,Customer Support,49.0,38.0,52.9,44.7,60.3,1
SRV0006303,EMP02101,2026-03-31,Germany,Customer Support,49.4,37.8,52.4,53.3,55.4,1
SRV0006304,EMP02102,2025-03-31,Netherlands,Commercial,74.3,71.4,64.3,65.5,76.8,0
SRV0006305,EMP02102,2025-09-30,Netherlands,Commercial,60.3,64.4,71.8,58.6,75.5,0
SRV0006306,EMP02102,2026-03-31,Netherlands,Commercial,73.4,69.9,75.6,62.2,71.1,0
SRV0006307,EMP02103,2025-03-31,UK,Operations,57.5,54.1,49.1,59.3,49.4,0
SRV0006308,EMP02103,2025-09-30,UK,Operations,62.8,43.1,56.6,58.9,48.5,0
SRV0006309,EMP02103,2026-03-31,UK,Operations,50.9,39.1,45.9,62.7,57.3,0
SRV0006310,EMP02104,2025-03-31,UK,Technology,82.6,67.3,77.4,76.1,65.5,0
SRV0006311,EMP02104,2025-09-30,UK,Technology,87.7,64.7,78.4,73.2,66.0,0
SRV0006312,EMP02104,2026-03-31,UK,Technology,84.6,74.1,77.5,71.4,66.4,0
SRV0006313,EMP02105,2025-03-31,Ireland,Customer Support,64.6,52.9,65.3,45.7,68.5,1
SRV0006314,EMP02105,2025-09-30,Ireland,Customer Support,59.7,47.4,57.7,46.1,61.1,1
SRV0006315,EMP02105,2026-03-31,Ireland,Customer Support,57.1,43.8,61.4,46.8,57.6,0
SRV0006316,EMP02106,2025-03-31,UK,People,98.3,84.0,73.1,72.4,78.8,0
SRV0006317,EMP02106,2025-09-30,UK,People,92.9,90.7,86.9,73.5,81.6,0
SRV0006318,EMP02106,2026-03-31,UK,People,94.2,87.5,82.8,74.2,77.7,0
SRV0006319,EMP02107,2025-03-31,UK,Finance,79.3,79.6,70.6,69.1,73.3,0
SRV0006320,EMP02107,2025-09-30,UK,Finance,76.7,82.3,81.2,63.2,79.5,0
SRV0006321,EMP02107,2026-03-31,UK,Finance,76.0,81.0,73.5,67.6,72.9,0
SRV0006322,EMP02108,2025-03-31,UK,Operations,59.3,48.3,56.3,54.0,66.5,1
SRV0006323,EMP02108,2025-09-30,UK,Operations,53.8,41.7,64.6,55.1,56.2,1
SRV0006324,EMP02108,2026-03-31,UK,Operations,49.5,44.5,62.1,49.4,60.6,0
SRV0006325,EMP02109,2025-03-31,Germany,People,80.3,66.9,69.5,74.9,64.8,0
SRV0006326,EMP02109,2025-09-30,Germany,People,79.7,73.5,73.2,62.4,65.2,0
SRV0006327,EMP02109,2026-03-31,Germany,People,69.9,69.7,78.7,71.4,78.0,0
SRV0006328,EMP02110,2025-03-31,UK,Technology,77.7,71.8,66.1,67.8,69.1,0
SRV0006329,EMP02110,2025-09-30,UK,Technology,68.7,69.5,75.8,77.7,68.9,0
SRV0006330,EMP02110,2026-03-31,UK,Technology,75.2,75.3,78.8,75.9,65.6,1
SRV0006331,EMP02111,2025-03-31,UK,Operations,55.4,37.2,56.4,46.2,65.8,0
SRV0006332,EMP02111,2025-09-30,UK,Operations,49.6,36.2,57.8,43.1,65.8,0
SRV0006333,EMP02111,2026-03-31,UK,Operations,42.9,46.7,57.6,44.9,58.4,1
SRV0006334,EMP02112,2025-03-31,UK,Finance,82.2,78.6,69.3,75.4,79.3,0
SRV0006335,EMP02112,2025-09-30,UK,Finance,85.4,75.7,78.1,70.9,66.3,0
SRV0006336,EMP02112,2026-03-31,UK,Finance,93.0,74.6,80.3,80.8,70.1,0
SRV0006337,EMP02113,2025-03-31,Germany,Operations,40.7,26.8,48.7,41.2,60.1,1
SRV0006338,EMP02113,2025-09-30,Germany,Operations,35.9,24.7,55.7,34.5,52.4,1
SRV0006339,EMP02113,2026-03-31,Germany,Operations,30.4,34.1,43.7,30.1,58.5,1
SRV0006340,EMP02114,2025-03-31,UK,Technology,72.8,74.9,74.9,68.1,75.1,0
SRV0006341,EMP02114,2025-09-30,UK,Technology,67.0,74.4,78.0,76.5,63.8,0
SRV0006342,EMP02114,2026-03-31,UK,Technology,69.9,64.2,79.0,66.5,69.0,0
SRV0006343,EMP02115,2025-03-31,Germany,Operations,30.7,35.6,55.5,40.0,53.1,1
SRV0006344,EMP02115,2025-09-30,Germany,Operations,43.1,27.6,46.3,40.1,50.9,1
SRV0006345,EMP02115,2026-03-31,Germany,Operations,38.7,23.6,45.5,44.5,59.8,0
SRV0006346,EMP02116,2025-03-31,UK,Operations,63.7,47.3,62.4,43.2,54.1,1
SRV0006347,EMP02116,2025-09-30,UK,Operations,56.0,55.1,55.6,56.3,65.3,0
SRV0006348,EMP02116,2026-03-31,UK,Operations,60.7,51.6,58.5,45.6,61.1,0
SRV0006349,EMP02117,2025-03-31,UK,Operations,51.0,43.5,64.9,44.4,63.9,0
SRV0006350,EMP02117,2025-09-30,UK,Operations,55.9,45.9,60.0,38.8,65.2,0
SRV0006351,EMP02117,2026-03-31,UK,Operations,50.7,39.4,55.6,39.5,58.1,1
SRV0006352,EMP02118,2025-03-31,Germany,Technology,67.9,61.4,57.6,64.4,62.7,1
SRV0006353,EMP02118,2025-09-30,Germany,Technology,65.9,69.9,65.9,62.4,66.4,1
SRV0006354,EMP02118,2026-03-31,Germany,Technology,68.9,68.4,64.2,64.0,65.5,0
SRV0006355,EMP02119,2025-03-31,UK,Commercial,82.9,70.5,71.7,75.9,68.8,0
SRV0006356,EMP02119,2025-09-30,UK,Commercial,75.5,65.4,71.6,70.8,61.9,0
SRV0006357,EMP02119,2026-03-31,UK,Commercial,75.3,65.9,74.8,72.1,61.7,0
SRV0006358,EMP02120,2025-03-31,UK,Supply Chain,66.2,61.1,62.9,55.7,65.1,0
SRV0006359,EMP02120,2025-09-30,UK,Supply Chain,56.1,55.4,65.3,57.9,67.9,1
SRV0006360,EMP02120,2026-03-31,UK,Supply Chain,54.5,58.3,55.3,50.7,63.0,0
SRV0006361,EMP02121,2025-03-31,Ireland,Customer Support,61.5,59.9,66.1,56.7,63.4,1
SRV0006362,EMP02121,2025-09-30,Ireland,Customer Support,57.4,46.7,57.6,52.5,58.7,1
SRV0006363,EMP02121,2026-03-31,Ireland,Customer Support,53.4,56.3,63.3,57.2,68.1,0
SRV0006364,EMP02122,2025-03-31,Germany,Customer Support,68.1,57.8,60.9,48.5,62.7,0
SRV0006365,EMP02122,2025-09-30,Germany,Customer Support,61.0,50.8,59.8,54.9,62.1,0
SRV0006366,EMP02122,2026-03-31,Germany,Customer Support,63.8,59.7,53.8,49.6,52.1,0
SRV0006367,EMP02123,2025-03-31,UK,Operations,34.3,40.8,54.0,51.7,61.3,1
SRV0006368,EMP02123,2025-09-30,UK,Operations,31.0,38.6,49.0,44.6,58.8,1
SRV0006369,EMP02123,2026-03-31,UK,Operations,33.4,30.5,42.7,48.2,48.4,1
SRV0006370,EMP02124,2025-03-31,Netherlands,Operations,54.1,35.7,53.2,51.0,55.0,1
SRV0006371,EMP02124,2025-09-30,Netherlands,Operations,42.3,50.2,55.3,54.2,54.2,0
SRV0006372,EMP02124,2026-03-31,Netherlands,Operations,39.7,39.7,56.9,44.3,61.6,0
SRV0006373,EMP02125,2025-03-31,Germany,Technology,68.2,58.3,66.6,71.5,67.7,0
SRV0006374,EMP02125,2025-09-30,Germany,Technology,69.6,58.4,68.6,75.7,60.0,0
SRV0006375,EMP02125,2026-03-31,Germany,Technology,72.3,59.8,65.9,74.1,68.0,0
SRV0006376,EMP02126,2025-03-31,Germany,Technology,56.8,46.6,62.9,63.2,65.6,1
SRV0006377,EMP02126,2025-09-30,Germany,Technology,60.2,55.5,69.6,61.2,60.2,0
SRV0006378,EMP02126,2026-03-31,Germany,Technology,59.3,64.0,63.8,66.2,58.3,0
SRV0006379,EMP02127,2025-03-31,UK,Technology,78.1,63.6,73.0,77.7,66.8,0
SRV0006380,EMP02127,2025-09-30,UK,Technology,76.5,65.1,77.5,77.4,67.8,0
SRV0006381,EMP02127,2026-03-31,UK,Technology,69.7,67.4,69.6,71.8,71.0,1
SRV0006382,EMP02128,2025-03-31,UK,Supply Chain,48.2,55.4,68.3,51.5,64.7,1
SRV0006383,EMP02128,2025-09-30,UK,Supply Chain,56.5,42.4,58.7,55.5,59.3,1
SRV0006384,EMP02128,2026-03-31,UK,Supply Chain,57.6,53.4,55.5,51.6,62.5,0
SRV0006385,EMP02129,2025-03-31,Germany,Supply Chain,23.1,19.4,40.8,40.5,44.9,1
SRV0006386,EMP02129,2025-09-30,Germany,Supply Chain,27.3,22.6,45.5,42.9,47.3,0
SRV0006387,EMP02129,2026-03-31,Germany,Supply Chain,19.0,15.8,42.1,38.4,47.4,0
SRV0006388,EMP02130,2025-03-31,Germany,Supply Chain,22.9,25.4,52.6,43.4,56.4,0
SRV0006389,EMP02130,2025-09-30,Germany,Supply Chain,20.6,24.6,42.3,38.0,54.3,1
SRV0006390,EMP02130,2026-03-31,Germany,Supply Chain,26.0,29.6,38.5,43.4,57.0,1
SRV0006391,EMP02131,2025-03-31,UK,Sales,80.5,57.3,72.9,76.8,61.2,0
SRV0006392,EMP02131,2025-09-30,UK,Sales,73.0,58.4,69.8,64.8,67.6,0
SRV0006393,EMP02131,2026-03-31,UK,Sales,75.9,60.5,61.7,75.0,66.4,0
SRV0006394,EMP02132,2025-03-31,France,Customer Support,48.6,35.5,60.0,42.7,54.4,1
SRV0006395,EMP02132,2025-09-30,France,Customer Support,37.3,41.8,48.9,40.3,55.6,1
SRV0006396,EMP02132,2026-03-31,France,Customer Support,40.7,45.8,52.4,48.1,50.5,1
SRV0006397,EMP02133,2025-03-31,Germany,Customer Support,49.0,48.8,43.8,57.4,52.9,1
SRV0006398,EMP02133,2025-09-30,Germany,Customer Support,54.6,43.1,44.3,63.3,52.9,1
SRV0006399,EMP02133,2026-03-31,Germany,Customer Support,56.8,42.5,48.2,60.2,57.5,0
SRV0006400,EMP02134,2025-03-31,Germany,Finance,63.8,67.5,56.7,67.4,62.5,0
SRV0006401,EMP02134,2025-09-30,Germany,Finance,66.4,64.3,57.3,68.2,64.2,0
SRV0006402,EMP02134,2026-03-31,Germany,Finance,79.4,60.7,64.1,71.6,63.0,0
SRV0006403,EMP02135,2025-03-31,France,Supply Chain,59.1,45.6,57.1,56.5,62.9,1
SRV0006404,EMP02135,2025-09-30,France,Supply Chain,54.7,54.8,62.9,56.2,65.4,1
SRV0006405,EMP02135,2026-03-31,France,Supply Chain,56.2,53.7,51.7,49.6,57.8,1
SRV0006406,EMP02136,2025-03-31,UK,Supply Chain,39.5,45.9,57.3,51.3,59.7,0
SRV0006407,EMP02136,2025-09-30,UK,Supply Chain,41.1,43.5,51.4,48.2,53.5,0
SRV0006408,EMP02136,2026-03-31,UK,Supply Chain,38.2,35.7,56.3,53.6,54.9,0
SRV0006409,EMP02137,2025-03-31,UK,Customer Support,60.8,46.6,57.3,48.3,64.9,1
SRV0006410,EMP02137,2025-09-30,UK,Customer Support,61.1,49.9,69.2,47.1,63.7,1
SRV0006411,EMP02137,2026-03-31,UK,Customer Support,57.0,60.5,67.9,45.7,62.5,1
SRV0006412,EMP02138,2025-03-31,UK,Finance,79.6,76.7,75.1,63.0,75.4,0
SRV0006413,EMP02138,2025-09-30,UK,Finance,73.9,72.0,77.0,66.3,76.6,0
SRV0006414,EMP02138,2026-03-31,UK,Finance,84.1,73.2,77.1,74.2,68.8,0
SRV0006415,EMP02139,2025-03-31,Germany,Finance,74.4,68.5,60.6,63.0,72.3,1
SRV0006416,EMP02139,2025-09-30,Germany,Finance,72.0,62.4,61.8,56.7,62.2,0
SRV0006417,EMP02139,2026-03-31,Germany,Finance,70.0,65.6,65.5,70.6,73.1,0
SRV0006418,EMP02140,2025-03-31,UK,Operations,61.5,60.1,60.1,47.5,67.5,0
SRV0006419,EMP02140,2025-09-30,UK,Operations,56.4,50.8,59.9,58.5,67.5,0
SRV0006420,EMP02140,2026-03-31,UK,Operations,60.1,44.7,59.0,54.5,61.3,0
SRV0006421,EMP02141,2025-03-31,Germany,Customer Support,33.0,28.9,59.4,39.0,57.8,1
SRV0006422,EMP02141,2025-09-30,Germany,Customer Support,30.8,29.3,55.9,43.2,64.7,0
SRV0006423,EMP02141,2026-03-31,Germany,Customer Support,36.7,33.5,59.6,44.1,60.6,1
SRV0006424,EMP02142,2025-03-31,UK,Commercial,85.6,77.3,65.8,76.0,69.8,0
SRV0006425,EMP02142,2025-09-30,UK,Commercial,83.2,65.1,70.1,78.0,66.1,0
SRV0006426,EMP02142,2026-03-31,UK,Commercial,71.8,69.4,62.8,67.3,69.1,0
SRV0006427,EMP02143,2025-03-31,France,Supply Chain,38.4,47.7,52.1,44.4,59.2,0
SRV0006428,EMP02143,2025-09-30,France,Supply Chain,45.2,47.9,60.1,40.3,66.6,0
SRV0006429,EMP02143,2026-03-31,France,Supply Chain,43.3,45.4,55.4,49.3,60.7,1
SRV0006430,EMP02144,2025-03-31,Germany,Customer Support,48.6,41.6,51.4,56.5,53.1,1
SRV0006431,EMP02144,2025-09-30,Germany,Customer Support,51.7,38.3,45.7,49.9,49.9,1
SRV0006432,EMP02144,2026-03-31,Germany,Customer Support,51.1,46.7,48.8,48.4,58.3,1
SRV0006433,EMP02145,2025-03-31,UK,Technology,80.6,74.0,70.0,82.1,71.7,0
SRV0006434,EMP02145,2025-09-30,UK,Technology,83.7,72.6,76.8,85.5,69.9,0
SRV0006435,EMP02145,2026-03-31,UK,Technology,91.7,72.3,78.9,71.9,62.8,0
SRV0006436,EMP02146,2025-03-31,Germany,Operations,33.3,25.7,55.9,35.5,58.8,0
SRV0006437,EMP02146,2025-09-30,Germany,Operations,35.5,25.0,45.0,39.9,61.7,0
SRV0006438,EMP02146,2026-03-31,Germany,Operations,32.4,35.4,43.1,37.8,58.1,1
SRV0006439,EMP02147,2025-03-31,UK,Finance,66.0,61.3,73.6,65.6,71.5,0
SRV0006440,EMP02147,2025-09-30,UK,Finance,75.2,73.6,76.0,71.7,69.3,0
SRV0006441,EMP02147,2026-03-31,UK,Finance,72.5,77.9,64.2,77.9,61.8,0
SRV0006442,EMP02148,2025-03-31,Germany,Customer Support,45.0,35.4,55.9,36.9,59.2,0
SRV0006443,EMP02148,2025-09-30,Germany,Customer Support,46.0,43.2,57.0,50.5,54.4,1
SRV0006444,EMP02148,2026-03-31,Germany,Customer Support,48.9,34.9,56.1,38.0,53.3,0
SRV0006445,EMP02149,2025-03-31,Ireland,Operations,42.1,40.8,56.1,33.4,60.4,0
SRV0006446,EMP02149,2025-09-30,Ireland,Operations,36.6,45.2,56.3,47.6,63.8,1
SRV0006447,EMP02149,2026-03-31,Ireland,Operations,38.2,30.8,48.5,33.6,63.8,1
SRV0006448,EMP02150,2025-03-31,UK,Operations,47.1,47.9,57.1,41.8,57.1,1
SRV0006449,EMP02150,2025-09-30,UK,Operations,48.1,51.8,52.3,48.4,57.8,1
SRV0006450,EMP02150,2026-03-31,UK,Operations,42.0,44.0,52.2,40.7,65.7,1
SRV0006451,EMP02151,2025-03-31,Ireland,Operations,54.7,51.8,56.4,48.7,53.9,1
SRV0006452,EMP02151,2025-09-30,Ireland,Operations,56.3,42.5,60.9,50.7,52.5,0
SRV0006453,EMP02151,2026-03-31,Ireland,Operations,49.2,43.1,47.4,48.0,57.5,1
SRV0006454,EMP02152,2025-03-31,UK,Sales,67.7,56.6,64.7,60.3,70.3,0
SRV0006455,EMP02152,2025-09-30,UK,Sales,70.2,67.0,69.8,57.1,59.3,0
SRV0006456,EMP02152,2026-03-31,UK,Sales,67.5,55.0,61.3,64.8,67.2,0
SRV0006457,EMP02153,2025-03-31,Germany,Operations,51.5,36.6,57.0,38.1,52.4,1
SRV0006458,EMP02153,2025-09-30,Germany,Operations,47.1,32.3,50.5,45.1,54.7,1
SRV0006459,EMP02153,2026-03-31,Germany,Operations,41.3,25.1,50.3,45.5,55.1,0
SRV0006460,EMP02154,2025-03-31,UK,Commercial,67.0,64.5,75.3,67.3,71.1,0
SRV0006461,EMP02154,2025-09-30,UK,Commercial,73.3,74.8,72.9,61.2,66.1,0
SRV0006462,EMP02154,2026-03-31,UK,Commercial,69.4,72.3,63.0,61.0,61.1,0
SRV0006463,EMP02155,2025-03-31,Netherlands,Operations,52.5,43.1,56.7,50.1,54.0,0
SRV0006464,EMP02155,2025-09-30,Netherlands,Operations,54.2,39.9,62.2,52.7,56.2,1
SRV0006465,EMP02155,2026-03-31,Netherlands,Operations,55.8,38.3,49.8,51.5,58.4,1
SRV0006466,EMP02156,2025-03-31,Ireland,Commercial,61.2,55.8,65.1,55.2,61.6,1
SRV0006467,EMP02156,2025-09-30,Ireland,Commercial,72.7,66.0,69.4,58.0,66.3,0
SRV0006468,EMP02156,2026-03-31,Ireland,Commercial,64.1,61.7,59.8,62.3,61.4,0
SRV0006469,EMP02157,2025-03-31,UK,Commercial,83.6,70.5,74.5,76.9,66.2,0
SRV0006470,EMP02157,2025-09-30,UK,Commercial,82.5,79.4,67.3,78.4,64.3,0
